# per-point sample; dqdx in e/cm, rr/x/y/z/dx in cm
# drift_cm = 202.05 - |x| (anode at |x|=202.05); drift_us = drift_cm / 0.1563
particle	event	block	rr	dqdx	dx	x	y	z	drift_cm	drift_us
muon	167398	30	180.259	53389.5	0.7613	-201.29	-59.32	282.13	0.76	4.9
muon	167398	30	179.337	58542.2	0.7934	-200.90	-59.71	282.86	1.15	7.4
muon	167398	30	178.673	87211.8	0.6479	-200.54	-59.80	283.42	1.51	9.7
muon	167398	30	178.041	57104.6	0.6855	-200.23	-60.19	283.81	1.82	11.7
muon	167398	30	177.302	54388.6	0.6915	-199.82	-60.32	284.41	2.23	14.3
muon	167398	30	176.658	51683.9	0.6165	-199.52	-60.51	284.95	2.53	16.2
muon	167398	30	176.069	51485.8	0.5866	-199.21	-60.61	285.44	2.84	18.2
muon	167398	30	175.485	50735.5	0.5622	-198.92	-60.84	285.89	3.13	20.0
muon	167398	30	174.944	54799.9	0.5657	-198.64	-61.06	286.29	3.41	21.8
muon	167398	30	174.353	49435.5	0.5910	-198.34	-61.25	286.77	3.71	23.7
muon	167398	30	173.762	66639.7	0.5495	-198.05	-61.44	287.25	4.00	25.6
muon	167398	30	173.254	54331.4	0.5360	-197.77	-61.56	287.65	4.28	27.4
muon	167398	30	172.690	55586.9	0.6751	-197.51	-61.70	288.14	4.54	29.0
muon	167398	30	171.904	40625.6	0.7830	-197.20	-62.03	288.77	4.85	31.0
muon	167398	30	171.124	128008.9	0.7064	-196.85	-62.32	289.41	5.20	33.3
muon	167398	30	170.491	134164.0	0.6049	-196.56	-62.38	289.97	5.49	35.1
muon	167398	30	169.915	65191.0	0.6862	-196.21	-62.74	290.25	5.84	37.4
muon	167398	30	169.119	49649.1	0.6927	-195.77	-63.10	290.81	6.28	40.2
muon	167398	30	168.529	86355.8	0.5633	-195.48	-63.16	291.32	6.57	42.1
muon	167398	30	167.992	64345.6	0.6544	-195.19	-63.34	291.73	6.86	43.9
muon	167398	30	167.220	82145.0	0.6834	-194.80	-63.55	292.37	7.25	46.4
muon	167398	30	166.625	59317.1	0.5950	-194.48	-63.78	292.81	7.57	48.4
muon	167398	30	166.030	75877.6	0.6255	-194.16	-64.01	293.26	7.89	50.5
muon	167398	30	165.374	56068.7	0.5976	-193.82	-64.31	293.73	8.23	52.6
muon	167398	30	164.835	56544.9	0.6333	-193.55	-64.45	294.18	8.50	54.4
muon	167398	30	164.108	47516.7	0.6438	-193.15	-64.70	294.73	8.90	56.9
muon	167398	30	163.548	60863.7	0.5340	-192.86	-64.89	295.17	9.19	58.8
