event	main_id	verdict	quality	conf	reason
289832	10	nu	cosmic-like	med	flat 40-58 ke/cm over the whole last 28 cm to rr=0 with a charge dip to 20 ke/cm exactly at the cathode x=0, so no Bragg; 214 cm featureless straight cathode crosser entering the downstream wall z=500 and ending mid-detector at x=-13; the STM tag is not supported by the panel
290201	9	STM	clean	high	enters the top wall y=199.8 travelling across it (dy=98 over 115 cm), single track, textbook Bragg rising along the muon curve to 175-193 ke/cm at rr=0 with a dense blob at the stopping end (-140,104,440) = Michel candidate; tagger called nu-candidate (rej: dQ/dx eval), I disagree
290294	12	nu	weak	med	last 2 cm spike to 250-298 ke/cm, well ABOVE the 168 ke/cm muon expectation = proton-like, not a muon Bragg, and a short branch sits at that same end; only 38 fit points over 28 cm; disagree with the STM tag
290316	10	STM	clean	high	enters the anode plane x=-201 (dx=153 across), single 239 cm track, Bragg rises off the 56 ke/cm MIP line to 135-146 ke/cm at rr=13 then drops back over the last 12 cm, which in the image is a ~10 cm low-dQ/dx hook at the stopping end = Michel; res_L=12.5 cm is that offset, not a failure
290729	12	STM	unclear	med	crosses the bottom wall y=-198.8 steeply (dy=98 over 115 cm), Bragg to 199 ke/cm at rr=0 following the muon curve (105-130 ke/cm at rr=5, far below the ~300 ke/cm a proton would give) so the interior end at (-129,-105,105) really stopped; the tagger's kink@11 / 124 cm leftover is a ~7 cm end-of-range hard scatter, so I disagree with its nu-candidate label; caveat: this implies an upward-going muon
290844	3	STM	clean	high	207 cm cathode crosser entering the upstream wall z=1.1 (dz=165 across), single track, textbook Bragg to 208 ke/cm at rr=0 in TPC1; the dQ/dx dip to zero at rr=70-78 is the cathode join, not physics
291301	18	nu	weak	low	THRESHOLD CALL, owner should re-check: 13 cm stub with a textbook stopping profile (214 ke/cm at rr=0 hugging the muon curve down to 55 ke/cm at rr=13) at its upper end (14 cm inside), and a lower tip at y=-196.4 = 2.9 cm from the bottom DET face, i.e. right at the edge of the ~3 cm crossing tolerance and 0.4 cm below the FV line; I call it not-entered because the drawn charge visibly stops on the FV line with clear separation from the wall, unlike evt290729/291768 whose points reach y=-198.8 - if that 2.9 cm counts as a crossing this becomes STM
291345	1	nu	junk	high	a single 0.7 cm 6-point dot at (-179,-132,242) and nothing else drawn; no track to judge, no STM fit (no steiner_pc)
291345	12	nu	unclear	med	dQ/dx sits entirely ABOVE the muon curve along all 25 cm (110 ke/cm at rr=24 = 2 MIP, rising to 290 ke/cm at rr=0), which is proton-like and cannot be a particle entering from outside through the upstream wall z=1.1 that it touches; dx is likely mis-measured (near-horizontal, dy=4.5 over 25 cm) and the cluster length is quoted 140 cm vs 25 cm drawn; disagree with the STM tag
291499	12	nu	cosmic-like	high	enters the top wall y=199.7 travelling across (dy=21 over 40 cm) but the dQ/dx is flat 40-60 ke/cm right down to rr=1 (the lone 178 ke/cm point is a single outlier) - no Bragg, so the lower end at (13,180,71) is a truncation, not a stop; mid-track charge blob at x=30
48301	13	STM	clean	high	single 130 cm track entering the upstream wall z=2.3, textbook Bragg tracking the muon curve to 165-190 ke/cm at rr=0, and a charge spray at the stopping end (-94,-69,93) = Michel candidate
291724	14	nu	junk	high	17 drawn points in a 1.7 cm blob at (-197,105,356) just inside the anode; no track, no STM fit (no steiner_pc), and the bundle is light-mismatch flagged
291768	18	STM	unclear	low	15 cm near-vertical stub whose lower tip reaches the bottom wall y=-198.8 and whose upper end shows a smooth muon-curve Bragg 65->162 ke/cm, so entry+stop are formally satisfied; but dx=1.6 cm and dz=3.5 cm make this an isochronous single-collection-wire geometry drawn as a 4 cm-wide slab of 379 points, so dx and hence dQ/dx are ill-defined and the implied direction is upward-going - owner should look
48367	19	nu	cosmic-like	high	flat 45-60 ke/cm right down to rr=1 with no Bragg, so the upper end at (-162,-91,172) is a truncation (grey charge continues above it); the lower end crosses the bottom wall y=-199 at z=297; several horizontal merge-fragment streaks hang off the track at y=-105 to -148
292005	18	nu	cosmic-like	high	flat 45-65 ke/cm down to rr=1 (the rr=0 points are 17 and 60 ke/cm) - no Bragg; 210 cm track crossing the downstream wall z=500.2 with the far end at (128,110,338) truncated mid-detector, plus a short vertical spur there and two horizontal fragments
292027	12	nu	clean	high	three prongs meet at (114,172,115): a ~20 cm steep prong to (104,189,105), a ~55 cm prong to x=58, and a ~290 cm prong exiting the anode x=201; dQ/dx is flat or below the MIP line everywhere with no Bragg (rr 0-70 scatters 12-100 ke/cm), so nothing stopped - could also be two cosmics merged at a crossing
292406	6	nu	cosmic-like	high	flat 35-60 ke/cm down to rr=0 (single 80 ke/cm point at the very end) - no Bragg; straight 46 cm segment touching the anode x=-201.2 at one end and simply stopping at (-164,4,139) at the other = truncation
292450	8	STM	clean	med	enters the upstream wall z=0.8 (dz=155 across), Bragg rises off the MIP line along the muon curve to 165-185 ke/cm at rr=0 at the interior end (-157,71,156) where the trajectory hooks; caveat: a wide striped ghost-point fan sits around z=45-70 at x=-141 (2-view ambiguity), which is why the mid-track dQ/dx scatters 40-120 ke/cm
