event	bucket	shower	matched	n_target	n_actual	n_inter	n_miss	n_extra	comp	pur	q_comp	q_pur	q_f1	q_target	q_actual	q_miss	q_extra	drift	miss	extra	set
179369	?	17002	17002	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	914888.7760	914888.7760	0	0	8			141
181050	?	15006	15006	20	18	14	6	4	0.7000	0.7778	0.7359	0.9555	0.8314	5699683.1980	4389481.6855	1505512.3443	195310.8318	8	54014,58018,68031,68032,68034,69039	21008,59019,60020,72044	141
278420	?	61027	61027	10	22	10	0	12	1.0000	0.4545	1.0000	0.5026	0.6690	1734497.4101	3450916.3235	0	1716418.9134	5		25007,25008,25009,64030,67033,68034,69035,70036,73039,74040,75041,78044	141
281325	?	42039	42039	11	11	8	3	3	0.7273	0.7273	0.7760	0.9560	0.8567	2830221.2603	2297483.3952	633838.6071	101100.7420	12	27016,41034,41036	23012,24013,26015	141
282271	?	6063	6063	4	25	3	1	22	0.7500	0.1200	0.9355	0.7354	0.8235	2574646.9969	3275210.9330	166045.4558	866609.3919	22	6004	33020,35022,36023,37024,38025,39026,42029,45032,46033,47034,48035,61048,62049,64051,65052,66053,67054,68055,69056,72059,73060,74061	141
282979	?	14003	14003	3	4	3	0	1	1.0000	0.7500	1.0000	0.9753	0.9875	2058111.0969	2110263.9254	0	52152.8286	11		20010	141
283515	?	23009	-1	1	0	0	1	0	0.0000	-	0.0000	-	-	1964650.4875	0	1964650.4875	0	14	23009		141
284206	?	10051	10051	4	2	1	3	1	0.2500	0.5000	0.3452	0.9871	0.5115	3643579.9514	1273994.4943	2385978.1542	16392.6971	1	10052,10054,10056	35037	141
286655	?	79023	19006	6	12	6	0	6	1.0000	0.5000	1.0000	0.6518	0.7892	2733657.9225	4193762.8984	0	1460104.9759	3		65014,67016,69018,71020,81062,82063	141
286681	?	3012	3012	1	5	1	0	4	1.0000	0.2000	1.0000	0.9513	0.9750	2381985.4913	2503902.5975	0	121917.1062	5		29013,33017,36020,37021	141
287007	?	22001	22001	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	3013706.4586	3013706.4586	0	0	1			141
289246	?	63034	63034	25	27	23	2	4	0.9200	0.8519	0.8767	0.9640	0.9183	4195262.6944	3815441.8590	517184.0286	137363.1932	4	77063,77064	66037,67038,70041,74045	141
291072	?	21023	21023	33	37	33	0	4	1.0000	0.8919	1.0000	0.9773	0.9885	9987186.5991	10218920.3289	0	231733.7298	6		65057,67059,69061,70062	141
293149	?	4001	4001	14	11	10	4	1	0.7143	0.9091	0.9720	0.9807	0.9764	4691242.9491	4649871.8923	131122.9078	89751.8510	7	27006,29008,30009,31010	32011	141
294174	?	71067	71067	9	14	7	2	7	0.7778	0.5000	0.7741	0.9036	0.8338	2816824.7201	2413004.9219	636430.6533	232610.8551	7	64059,64065	47036,51040,52041,55044,59048,62051,77079	141
318769	?	19003	19003	3	2	2	1	0	0.6667	1.0000	0.3886	1.0000	0.5597	4469602.9200	1737039.9584	2732562.9616	0	2	19005		141
347085	?	72066	72066	17	21	17	0	4	1.0000	0.8095	1.0000	0.9166	0.9565	3671035.1616	4005231.5911	0	334196.4295	6		30016,33019,38024,71058	141
347824	?	24112	107060	22	23	22	0	1	1.0000	0.9565	1.0000	0.9950	0.9975	7177754.2096	7214035.1821	0	36280.9725	2		89023	141
348471	?	60026	60026	17	21	17	0	4	1.0000	0.8095	1.0000	0.8884	0.9409	6234013.3311	7017269.6072	0	783256.2761	6		18006,33013,39019,63051	141
350121	?	2011	2011	5	15	5	0	10	1.0000	0.3333	1.0000	0.8255	0.9044	4989383.6663	6044290.2281	0	1054906.5618	11		14017,16019,17020,19022,22025,24027,25028,28031,30041,31042	141
350354	?	18092	18092	32	50	32	0	18	1.0000	0.6400	1.0000	0.8723	0.9318	8280301.8595	9491967.7696	0	1211665.9101	18		18015,45022,46023,47024,48025,51028,52029,53030,54031,55032,56033,57034,63040,64041,66043,67044,68045,74051	141
386442	?	16008	16008	3	17	3	0	14	1.0000	0.1765	1.0000	0.8219	0.9022	2705352.1623	3291725.6995	0	586373.5372	15		22012,39013,40014,41015,43017,44018,46020,47021,48022,49023,50024,51025,65027,66028	141
393505	?	63025	63025	3	9	3	0	6	1.0000	0.3333	1.0000	0.7777	0.8750	1049198.7258	1349062.7661	0	299864.0403	7		60018,61019,62020,72026,73027,76030	141
395597	?	20004	20004	2	3	1	1	2	0.5000	0.3333	0.7619	0.9674	0.8525	2794145.1889	2200529.6687	665248.1976	71632.6774	3	20006	83011,84012	141
396037	?	69026	69026	7	10	6	1	4	0.8571	0.6000	0.9165	0.9467	0.9313	2289558.4775	2216431.4465	191236.6460	118109.6150	4	65017	55007,56008,57009,59011	141
396323	?	18012	18012	4	4	4	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2946164.5067	2946164.5067	0	0	0			141
397630	?	33038	19010	11	2	2	9	0	0.1818	1.0000	0.5432	1.0000	0.7040	4409553.0134	2395106.7273	2014446.2862	0	11	25015,32022,33028,33029,33037,33038,33039,34041,34042		141
400504	?	62014	62014	3	4	3	0	1	1.0000	0.7500	1.0000	0.9446	0.9715	1234269.2620	1306686.5578	0	72417.2959	0		21003	141
406125	?	38021	38021	1	1	1	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	140400.3892	140400.3892	0	0	4			141
408304	?	9039	9039	13	15	12	1	3	0.9231	0.8000	0.7735	0.9764	0.8632	3963663.9388	3139792.1004	897852.0477	73980.2093	3	9038	32018,34020,36022	141
409140	?	13006	13006	4	7	4	0	3	1.0000	0.5714	1.0000	0.9178	0.9571	1328860.3734	1447888.8967	0	119028.5233	3		38008,39009,40010	141
412242	?	14007	14007	7	8	6	1	2	0.8571	0.7500	0.9700	0.9585	0.9642	8326857.1846	8426817.6733	249523.2960	349483.7847	3	50049	46045,79069	141
489327	?	19005	19005	23	24	23	0	1	1.0000	0.9583	1.0000	0.6548	0.7914	3421964.2775	5225901.5353	0	1803937.2577	0		19005	141
499423	?	11045	11045	2	2	2	0	0	1.0000	1.0000	1.0000	1.0000	1.0000	2151051.2650	2151051.2650	0	0	1			141
499577	?	13009	13009	4	9	4	0	5	1.0000	0.4444	1.0000	0.7034	0.8259	3841283.3465	5461030.9411	0	1619747.5946	4		66033,69036,72039,79053,95059	141
