evt	status	flagged	NEARVTX	NEARVTX_flag	NEARVTX_q	HAD-A5	HAD-A5_flag	HAD-A5_q	HAD-ADJ	HAD-ADJ_flag	HAD-ADJ_q	EM-INT	EM-INT_flag	EM-INT_q	TRK-COR	TRK-COR_flag	TRK-COR_q	OTHER	OTHER_flag	OTHER_q	UNTYPED	UNTYPED_flag	UNTYPED_q
166650	MISSING_LAYER																						
166738	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
166804	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
166870	OK	1	1	1	0.0543	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
167112	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
167200	MISSING_LAYER																						
167222	MISSING_LAYER																						
167354	MISSING_LAYER																						
167376	MISSING_LAYER																						
167398	MISSING_LAYER																						
167640	MISSING_LAYER																						
167684	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
167904	MISSING_LAYER																						
168388	MISSING_LAYER																						
168410	MISSING_LAYER																						
168432	OK	1	1	1	0.0435	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
168526	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
168614	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
168658	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169054	MISSING_LAYER																						
169202	MISSING_LAYER																						
169208	MISSING_LAYER																						
169340	MISSING_LAYER																						
169356	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169488	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169532	MISSING_LAYER																						
169598	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169620	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169626	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169708	MISSING_LAYER																						
169736	MISSING_LAYER																						
169758	MISSING_LAYER																						
169774	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169824	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169846	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
169890	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170792	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170808	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170814	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170880	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170924	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
170940	MISSING_LAYER																						
170984	MISSING_LAYER																						
171050	MISSING_LAYER																						
171116	MISSING_LAYER																						
171144	MISSING_LAYER																						
171358	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
171446	MISSING_LAYER																						
171600	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
171892	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172090	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172200	MISSING_LAYER																						
172266	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172414	MISSING_LAYER																						
172552	MISSING_LAYER																						
172596	MISSING_LAYER																						
172656	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172722	MISSING_LAYER																						
172788	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172794	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172832	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
172860	MISSING_LAYER																						
172926	MISSING_LAYER																						
172942	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	1	0	0.0791	0	0	0.0	0	0	0.0	0	0	0.0
173058	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
173146	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
173234	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
173256	MISSING_LAYER																						
173294	MISSING_LAYER																						
173476	MISSING_LAYER																						
173498	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
173586	MISSING_LAYER																						
173718	MISSING_LAYER																						
173822	MISSING_LAYER																						
173888	MISSING_LAYER																						
173982	MISSING_LAYER																						
174114	OK	2	2	2	0.1104	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
174136	MISSING_LAYER																						
174224	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
174240	MISSING_LAYER																						
174306	MISSING_LAYER																						
174422	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
174488	MISSING_LAYER																						
174576	OK	1	0	0	0.0	0	0	0.0	1	1	0.1023	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
174642	MISSING_LAYER																						
174752	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
174878	MISSING_LAYER																						
174928	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
175016	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
175104	MISSING_LAYER																						
175428	MISSING_LAYER																						
175500	MISSING_LAYER																						
175808	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
175896	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
175956	MISSING_LAYER																						
176022	MISSING_LAYER																						
176066	MISSING_LAYER																						
176088	MISSING_LAYER																						
176132	MISSING_LAYER																						
176160	MISSING_LAYER																						
276198	MISSING_LAYER																						
276330	MISSING_LAYER																						
276418	MISSING_LAYER																						
276550	MISSING_LAYER																						
276638	MISSING_LAYER																						
276836	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
277276	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
277298	OK	2	2	2	0.1577	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
277320	MISSING_LAYER																						
277782	MISSING_LAYER																						
277958	MISSING_LAYER																						
278046	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278266	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278398	MISSING_LAYER																						
278420	OK	1	1	1	0.115	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278640	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278662	MISSING_LAYER																						
278684	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278785	OK	1	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0565	0	0	0.0	0	0	0.0
278794	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
278860	MISSING_LAYER																						
278917	MISSING_LAYER																						
278939	MISSING_LAYER																						
279080	MISSING_LAYER																						
279115	MISSING_LAYER																						
279124	MISSING_LAYER																						
279190	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
279256	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
279432	MISSING_LAYER																						
279445	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
279564	MISSING_LAYER																						
279643	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
279797	MISSING_LAYER																						
279951	MISSING_LAYER																						
280017	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280092	MISSING_LAYER																						
280281	MISSING_LAYER																						
280466	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280598	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280752	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280774	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280853	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
280884	MISSING_LAYER																						
280972	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	1	0	0.0462	0	0	0.0	0	0	0.0	0	0	0.0
280994	OK	1	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0364	0	0	0.0	0	0	0.0
281095	MISSING_LAYER																						
281148	MISSING_LAYER																						
281155	MISSING_LAYER																						
281214	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281241	MISSING_LAYER																						
281337	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281485	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281505	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281507	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281527	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281551	MISSING_LAYER																						
281557	MISSING_LAYER																						
281595	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281632	MISSING_LAYER																						
281639	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281676	MISSING_LAYER																						
281720	MISSING_LAYER																						
281727	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281808	MISSING_LAYER																						
281837	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281857	MISSING_LAYER																						
281901	MISSING_LAYER																						
281918	MISSING_LAYER																						
281925	MISSING_LAYER																						
281953	OK	1	1	1	0.0395	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
281997	MISSING_LAYER																						
282011	MISSING_LAYER																						
282033	MISSING_LAYER																						
282057	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282072	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282094	MISSING_LAYER																						
282160	MISSING_LAYER																						
282204	OK	1	1	1	0.0856	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282217	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282231	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282292	MISSING_LAYER																						
282299	MISSING_LAYER																						
282385	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282459	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282541	MISSING_LAYER																						
282666	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282715	MISSING_LAYER																						
282737	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282871	MISSING_LAYER																						
282899	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
282930	MISSING_LAYER																						
282952	MISSING_LAYER																						
282979	OK	1	1	1	0.0515	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283009	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283040	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283047	MISSING_LAYER																						
283091	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283119	MISSING_LAYER																						
283229	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283265	MISSING_LAYER																						
283331	MISSING_LAYER																						
283463	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283485	MISSING_LAYER																						
283515	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283529	MISSING_LAYER																						
283537	MISSING_LAYER																						
283581	MISSING_LAYER																						
283595	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283683	MISSING_LAYER																						
283691	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283713	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283771	OK	2	1	1	0.0664	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0369	0	0	0.0	0	0	0.0
283793	MISSING_LAYER																						
283801	MISSING_LAYER																						
283817	MISSING_LAYER																						
283839	MISSING_LAYER																						
283905	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283969	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
283991	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284013	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284081	MISSING_LAYER																						
284103	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284125	MISSING_LAYER																						
284145	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284153	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284200	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
