sample	event	stratum	what
mcp1k	50787	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 6:1000007 1->0
mcp1k	51051	control	vertex ADVERSE 0.23->1.95cm
mcp1k	52085	control	vertex ADVERSE 0.09->2.38cm
mcp1k	52613	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 2:1 1->0
mcp1k	54341	ISO	numu09 0->1
mcp1k	56211	ISO	vertex toward 6.30->4.96cm
mcp1k	57903	ISO	numu09 1->0; vertex ADVERSE 1.04->17.29cm
mcp1k	58607	ISO	vertex toward 3.47->0.28cm
mcp1k	59085	control	numu09 0->1; vertex toward 4.94->2.80cm
mcp1k	59093	control	vertex ADVERSE 0.53->3.40cm
mcp1k	59335	ISO	numu09 0->1; vertex toward 65.05->0.62cm
mcp1k	61579	control	vertex ADVERSE 2.43->25.59cm
mcp1k	61843	ISO	vertex ADVERSE 12.38->45.27cm
mcp1k	62281	ISO	vertex toward 29.27->0.33cm
mcp1k	62583	control	numu09 1->0
mcp1k	62613	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:1000000 0->1; vertex ADVERSE 0.00->infcm
mcp1k	63559	ISO	numu09 1->0; vertex ADVERSE 0.94->2.49cm
mcp1k	64921	control	numu09 0->1
mcp1k	65295	ISO	numu09 1->0
mcp1k	66118	ISO	vertex ADVERSE 0.13->3.95cm
mcp1k	68648	ISO	vertex ADVERSE 0.00->1.30cm
mcp1k	68714	control	vertex ADVERSE 0.05->7.06cm
mcp1k	72256	ISO	numu09 1->0; vertex ADVERSE 0.96->10.03cm
mcp1k	72586	ISO	vertex toward 300.05->298.69cm
mcp1k	73004	ISO	vertex ADVERSE 0.30->1.83cm
mcp1k	166804	control	numu09 0->1; vertex toward 24.66->0.20cm
mcp1k	166870	ISO	vertex ADVERSE 2.52->4.14cm
mcp1k	167684	control	vertex ADVERSE 0.09->11.95cm
mcp1k	169774	control	vertex toward 12.13->0.06cm
mcp1k	170792	ISO	numu09 1->0; vertex ADVERSE 2.42->3.55cm
mcp1k	170814	ISO	numu09 0->1; vertex ADVERSE 0.04->51.42cm
mcp1k	170880	ISO	vertex toward 1.79->0.66cm
mcp1k	172788	ISO	nu_eval 1->0; numu09 1->0; stm bundle 26:1000000 0->1; vertex ADVERSE 99.26->infcm
mcp1k	174114	ISO	vertex ADVERSE 0.13->1.16cm
mcp1k	174752	control	vertex toward 13.79->10.57cm
mcp1k	175016	control	vertex ADVERSE 0.00->4.60cm
mcp1k	175808	ISO	numu09 0->1; vertex toward 9.90->1.70cm
mcp1k	276836	control	numu09 0->1; vertex toward 224.78->5.37cm
mcp1k	277298	ISO	numu09 1->0
mcp1k	278046	ISO	numu09 0->1; vertex toward 7.74->6.43cm
mcp1k	278420	ISO	vertex ADVERSE 0.57->27.76cm
mcp1k	278785	ISO	numu09 1->0
mcp1k	278794	control	vertex ADVERSE 0.00->6.38cm
mcp1k	279190	control	vertex ADVERSE 0.00->2.67cm
mcp1k	279256	ISO	vertex toward 29.46->0.05cm
mcp1k	279445	control	numu09 0->1
mcp1k	280017	control	vertex ADVERSE 3.66->5.33cm
mcp1k	280752	control	vertex ADVERSE 0.76->3.47cm
mcp1k	281485	control	vertex ADVERSE 4.04->7.13cm
mcp1k	281632	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 8:7 1->0
mcp1k	281953	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 10:1000001 0->1; vertex ADVERSE 0.00->infcm
mcp1k	282057	control	numu09 0->1; vertex toward 5.39->0.15cm
mcp1k	282231	ISO	numu09 1->0
mcp1k	282737	control	vertex ADVERSE 0.06->29.01cm
mcp1k	282979	ISO	vertex ADVERSE 87.82->120.02cm
mcp1k	283091	control	numu09 1->0; vertex ADVERSE 0.01->110.12cm
mcp1k	283515	ISO	numu09 1->0
mcp1k	283595	control	vertex ADVERSE 0.97->2.35cm
mcp1k	283713	ISO	vertex ADVERSE 0.62->4.21cm
mcp1k	284145	ISO	vertex toward 5.68->0.25cm
mcp1k	284235	control	vertex ADVERSE 1.73->36.06cm
mcp1k	284794	ISO	vertex ADVERSE 0.00->1.05cm
mcp1k	285564	ISO	numu09 1->0
mcp1k	285665	ISO	vertex toward 88.95->2.00cm
mcp1k	285971	control	vertex ADVERSE 0.00->1.48cm
mcp1k	286191	ISO	vertex toward 14.17->4.41cm
mcp1k	286353	control	numu09 1->0; vertex toward 262.56->259.31cm
mcp1k	286655	control	vertex ADVERSE 27.88->33.39cm
mcp1k	286818	control	vertex ADVERSE 0.00->1.82cm
mcp1k	286906	control	numu09 1->0
mcp1k	287007	ISO	numu09 0->1
mcp1k	287517	ISO	vertex ADVERSE 0.09->1.36cm
mcp1k	287555	ISO	vertex toward 1.86->0.29cm
mcp1k	287599	ISO	numu09 0->1
mcp1k	288745	control	numu09 0->1
mcp1k	289295	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 15:8 1->0
mcp1k	291037	control	vertex ADVERSE 0.37->1.39cm
mcp1k	291262	ISO	vertex ADVERSE 0.09->129.36cm
mcp1k	292406	control	numu09 0->1
mcp1k	293149	ISO	vertex ADVERSE 24.24->32.12cm
mcp1k	313781	control	vertex toward 40.53->14.66cm
mcp1k	314507	control	vertex ADVERSE 67.09->68.15cm
mcp1k	315343	ISO	vertex toward 10.91->0.62cm
mcp1k	315497	ISO	vertex ADVERSE 0.00->52.54cm
mcp1k	315849	control	vertex toward 70.16->0.10cm
mcp1k	316729	ISO	numu09 1->0; vertex ADVERSE 5.05->109.78cm
mcp1k	317543	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 15:1 1->0
mcp1k	320667	ISO	vertex toward 134.52->132.77cm
mcp1k	321173	ISO	vertex toward 22.10->0.16cm
mcp1k	321371	ISO	label nu-candidate->cosmic-tagged; stm bundle 18:1000002 0->1
mcp1k	321525	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 5:0 1->0
mcp1k	321767	control	numu09 1->0; vertex toward 30.54->28.80cm
mcp1k	347085	control	numu09 1->0; vertex ADVERSE 0.61->3.90cm
mcp1k	347129	control	vertex ADVERSE 1.22->65.95cm
mcp1k	348515	control	vertex toward 56.17->18.71cm
mcp1k	348713	ISO	numu09 0->1; vertex ADVERSE 0.00->89.38cm
mcp1k	349087	control	vertex toward 2.69->0.16cm
mcp1k	349461	ISO	numu09 1->0; vertex ADVERSE 0.25->122.59cm
mcp1k	350099	control	numu09 1->0
mcp1k	351749	control	vertex toward 7.04->0.09cm
mcp1k	386948	control	vertex toward 48.50->14.36cm
mcp1k	389544	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 13:4 1->0
mcp1k	389588	control	vertex toward 4.36->0.25cm
mcp1k	390864	ISO	vertex toward 93.19->0.10cm
mcp1k	392552	control	vertex ADVERSE 0.00->8.78cm
mcp1k	393212	control	vertex ADVERSE 2.22->25.20cm
mcp1k	399052	ISO	vertex toward 21.87->0.02cm
mcp1k	399856	ISO	vertex ADVERSE 0.00->38.00cm
mcp1k	400856	control	vertex toward 6.08->0.74cm
mcp1k	401054	control	vertex toward 1.69->0.14cm
mcp1k	404244	control	numu09 0->1
mcp1k	404684	control	vertex toward 54.96->1.42cm
mcp1k	405234	control	vertex ADVERSE 0.13->6.07cm
mcp1k	406752	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 7:6 0->1
mcp1k	407280	control	numu09 0->1
mcp1k	408534	control	vertex toward 131.72->6.07cm
mcp1k	409546	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 9:1 0->1; vertex ADVERSE 1.86->infcm
mcp1k	409964	control	vertex ADVERSE 0.14->4.35cm
mcp1k	410008	control	numu09 1->0
mcp1k	411460	control	vertex ADVERSE 2.71->10.83cm
mcp1k	412692	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 13:1 1->0
mcp1k	486247	control	numu09 1->0
mcp1k	486687	ISO	vertex ADVERSE 0.06->2.36cm
mcp1k	486907	control	numu09 1->0
mcp1k	487303	control	numu09 1->0; vertex ADVERSE 0.08->118.70cm
mcp1k	488755	control	numu09 1->0
mcp2k	47784	ISO	vertex ADVERSE 0.12->6.67cm
mcp2k	51546	ISO	numu09 0->1; vertex ADVERSE 0.00->1.58cm
mcp2k	52044	ISO	vertex ADVERSE 0.11->1.16cm
mcp2k	52605	control	vertex toward 24.69->16.23cm
mcp2k	52693	control	vertex ADVERSE 0.01->9.16cm
mcp2k	53130	control	vertex ADVERSE 0.63->1.81cm
mcp2k	54453	control	numu09 0->1
mcp2k	55740	control	numu09 0->1; vertex toward 235.97->0.45cm
mcp2k	56180	ISO	numu09 1->0
mcp2k	56763	control	vertex toward 13.86->11.94cm
mcp2k	56972	control	vertex ADVERSE 0.36->37.37cm
mcp2k	57709	ISO	vertex toward 3.36->0.13cm
mcp2k	57742	ISO	vertex ADVERSE 0.31->4.62cm
mcp2k	58072	ISO	vertex ADVERSE 0.20->7.87cm
mcp2k	66718	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 11:0 1->0
mcp2k	66872	ISO	vertex ADVERSE 5.12->12.20cm
mcp2k	67868	control	numu09 0->1
mcp2k	68748	ISO	vertex ADVERSE 0.00->3.56cm
mcp2k	69072	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 10:1000010 1->0
mcp2k	69232	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 20:1000001 0->1
mcp2k	69254	control	numu09 0->1
mcp2k	69556	control	numu09 1->0
