# retire_20260813.sh  tiers=A
# started              2026-08-13T19:57:14-07:00
# wcp-porting-img HEAD a321b69
# toolkit HEAD         80eeb592
# broken symlinks pre  0
# du -sh sbnd_xin pre  0
# df /nfs/data/1 pre   493G avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-13T19:57:14-07:00	work-beeprod0813-mcp1k	A	5	work-beeprod0813-mcp1k.tar.gz	2026-08-13T07:40:59-07:00	0
2026-08-13T19:57:14-07:00	work-beeprod0813-ncpi0	A	3	work-beeprod0813-ncpi0.tar.gz	2026-08-13T07:41:12-07:00	0
2026-08-13T19:57:14-07:00	work-evt196649-isotrace	A	8	work-evt196649-isotrace.tar.gz	2026-08-12T07:00:07-07:00	0
2026-08-13T19:57:14-07:00	work-evt196649-trace	A	1	work-evt196649-trace.tar.gz	2026-08-12T06:43:17-07:00	0
2026-08-13T19:57:14-07:00	work-evt196649-vtxprobe	A	8	work-evt196649-vtxprobe.tar.gz	2026-08-12T07:07:49-07:00	0
2026-08-13T19:57:14-07:00	work-oc66-pr10550	A	4	work-oc66-pr10550.tar.gz	2026-08-11T21:34:44-07:00	0
2026-08-13T19:57:14-07:00	work-oc66-tr10550	A	4	work-oc66-tr10550.tar.gz	2026-08-11T21:34:09-07:00	0
2026-08-13T19:57:14-07:00	work-pr51r5-esc19	A	68	work-pr51r5-esc19.tar.gz	2026-08-12T14:40:57-07:00	0
2026-08-13T19:57:14-07:00	work-pr51r5-esc48	A	183	work-pr51r5-esc48.tar.gz	2026-08-12T14:40:31-07:00	0
2026-08-13T19:57:14-07:00	work-pr51r5-esc50	A	149	work-pr51r5-esc50.tar.gz	2026-08-12T14:41:37-07:00	0
2026-08-13T19:57:14-07:00	work-pr51r5-flip19	A	67	work-pr51r5-flip19.tar.gz	2026-08-12T14:38:32-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-flip48	A	183	work-pr51r5-flip48.tar.gz	2026-08-12T14:38:05-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-flip50	A	149	work-pr51r5-flip50.tar.gz	2026-08-12T14:39:13-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-off19	A	68	work-pr51r5-off19.tar.gz	2026-08-12T14:27:42-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-off48	A	183	work-pr51r5-off48.tar.gz	2026-08-12T14:27:17-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-off50	A	149	work-pr51r5-off50.tar.gz	2026-08-12T14:28:22-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe131357	A	6	work-pr51r5-probe131357.tar.gz	2026-08-12T14:00:15-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe234638	A	8	work-pr51r5-probe234638.tar.gz	2026-08-12T14:00:18-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe268067	A	5	work-pr51r5-probe268067.tar.gz	2026-08-12T14:00:15-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe285567	A	11	work-pr51r5-probe285567.tar.gz	2026-08-12T14:00:23-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe37112	A	5	work-pr51r5-probe37112.tar.gz	2026-08-12T14:00:14-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-probe506746	A	8	work-pr51r5-probe506746.tar.gz	2026-08-12T14:00:18-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-131357	A	4	work-pr51r5-s2on-131357.tar.gz	2026-08-12T14:20:41-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-234638	A	5	work-pr51r5-s2on-234638.tar.gz	2026-08-12T14:20:42-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-268067	A	4	work-pr51r5-s2on-268067.tar.gz	2026-08-12T14:20:43-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-285567	A	6	work-pr51r5-s2on-285567.tar.gz	2026-08-12T14:20:44-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-37112	A	3	work-pr51r5-s2on-37112.tar.gz	2026-08-12T14:20:40-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on-506746	A	4	work-pr51r5-s2on-506746.tar.gz	2026-08-12T14:20:41-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on19	A	67	work-pr51r5-s2on19.tar.gz	2026-08-12T14:30:14-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on48	A	183	work-pr51r5-s2on48.tar.gz	2026-08-12T14:29:47-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2on50	A	149	work-pr51r5-s2on50.tar.gz	2026-08-12T14:30:54-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-131357	A	6	work-pr51r5-s2probe-131357.tar.gz	2026-08-12T14:22:40-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-234638	A	8	work-pr51r5-s2probe-234638.tar.gz	2026-08-12T14:22:43-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-268067	A	6	work-pr51r5-s2probe-268067.tar.gz	2026-08-12T14:22:40-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-285567	A	9	work-pr51r5-s2probe-285567.tar.gz	2026-08-12T14:22:42-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-37112	A	5	work-pr51r5-s2probe-37112.tar.gz	2026-08-12T14:22:39-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s2probe-506746	A	7	work-pr51r5-s2probe-506746.tar.gz	2026-08-12T14:22:43-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s5on-131357	A	4	work-pr51r5-s5on-131357.tar.gz	2026-08-12T14:20:41-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s5on-234638	A	5	work-pr51r5-s5on-234638.tar.gz	2026-08-12T14:20:43-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s5on-268067	A	4	work-pr51r5-s5on-268067.tar.gz	2026-08-12T14:20:43-07:00	0
2026-08-13T19:57:15-07:00	work-pr51r5-s5on-285567	A	6	work-pr51r5-s5on-285567.tar.gz	2026-08-12T14:20:44-07:00	0
