# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p96vprod record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx1a_smx3_smx4_smx5_smx6_smx7_smx8_smx9_verdicts.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdvd	039252_0/75	attached	flat	2	0.7023	320.4	9	24.84	46.69	-1	1.513e+06	1.683e+04	0.01113	0	3	4450	76.03	-205.3	104.2	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_0/82	both	flat	1	0.9987	107.4	4.966	17.51	22.64	39.11	4.796e+05	8.645e+04	0.1803	1	1	5945	179.1	-302.4	277.4	5	1	1		1	
pdvd	039252_1/30	both	flat	1	0.7333	132.7	15.41	42.6	53.72	58.27	1.168e+06	5.302e+04	0.0454	0	1	1437	-167.5	38.22	116.1	2	0	1		1	
pdvd	039252_10/73	attached	flat	1	0.7747	350.1	7.594	19.83	25.39	48.45	6.013e+05	1.811e+05	0.3012	0	0	3696	34.68	-230.6	160.1	5	1	1		1	
pdvd	039252_12/123	attached	flat	0	0.5926	265.4	0	0	8.017	-1	0	0	-1	0	0	2595	19.45	263	162	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_12/95	both	flat	1	0.6699	155.1	10.8	27.32	48.33	37.95	8.313e+05	1.516e+05	0.1824	0	0	3557	169.3	6.533	76.48	6	0	1		1	
pdvd	039252_14/37	both	flat	2	0.9123	100.6	7.481	10.77	23.55	-1	2.37e+05	0	0	0	1	4338	-248.9	311.9	122.8	2	1	1		1	
pdvd	039252_14/81	both	flat	2	0.8116	105.6	6.013	25.35	34.28	-1	7.676e+05	8.063e+04	0.105	0	3	5280	242.7	-289.5	125.2	4	1	1		1	
pdvd	039252_15/77	attached	flat	2	1.106	113.1	16.08	76.76	31.42	-1	1.177e+06	3.594e+05	0.3053	0	2	6200	176.1	-107	219.4	-1	-1	0		0	ke_best 76.8
pdvd	039252_15/81	both	flat	1	1.021	206.4	9.397	22.03	34.43	81.72	7.038e+05	2.199e+05	0.3124	0	1	2667	302.8	27.92	108.5	6	0	1		1	
pdvd	039252_15/82	attached	flat	1	1.005	34.71	4.932	13.13	42.03	125.9	4.362e+05	1.392e+05	0.319	0	0	4824	332	43.11	19.26	6	0	1		1	
pdvd	039252_15/91	both	flat	1	0.9178	180.5	11.18	38.16	29.8	36.35	9.201e+05	1.4e+05	0.1521	0	1	4513	183.4	175	248.7	7	1	1		1	
pdvd	039252_16/32	attached	flat	1	0.9591	130	6.788	16.09	25.36	73.11	5.909e+05	1.374e+05	0.2325	0	0	1869	-124.1	-77.07	209.1	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_16/88	attached	flat	1	1.176	304.5	8.2	21.44	22.02	61.5	4.673e+05	1.4e+05	0.2996	0	0	4014	232.8	-39.6	94.86	4	0	1	attached	1	
pdvd	039252_17/88	attached	flat	1	1.578	68.46	10.37	24.45	37.95	87.5	6.844e+05	8.597e+04	0.1256	0	0	3784	201.7	291.3	137.9	6	1	1	attached	1	
pdvd	039252_2/103	both	flat	1	1.067	91.52	4.384	28.85	47.76	106.8	6.814e+05	2.947e+05	0.4324	0	2	5700	339.3	87.55	49.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_2/39	both	flat	1	1.076	32.16	4.663	15.76	39.82	34.99	7.017e+05	9.442e+04	0.1346	0	1	2035	-186.2	-325	105.3	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_2/55	both	flat	1	0.8102	30.57	10.71	33.79	37.7	72.11	8.718e+05	9.491e+04	0.1089	0	1	4914	-274.4	52.33	280.6	3	0	1		1	
pdvd	039252_2/79	attached	flat	1	0.6964	140.4	9.26	8.918	0	59.58	1.839e+05	6.699e+04	0.3643	0	0	4056	130.9	-274.2	36.42	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_2/83	both	flat	1	0.8593	30.11	4.641	27.55	33.65	79.8	7.769e+05	3.011e+05	0.3876	0	2	6040	312.9	15.33	115.2	6	0	1		1	
pdvd	039252_2/86	both	flat	1	0.913	65.67	13.78	34.84	31.58	82.73	1.025e+06	9.335e+04	0.09105	0	1	6484	282.3	-231.9	103.4	4	1	1		1	
pdvd	039252_3/40	attached	flat	1	0.9259	264.9	14.33	26.73	37.85	126.2	8.399e+05	5.153e+05	0.6135	0	0	4701	-265.6	-188	224.6	1	1	1		1	
pdvd	039252_3/45	attached	flat	1	0	13.2	8.121	24.78	45.72	22.34	9.503e+05	7.955e+04	0.08371	0	0	3241	-247.4	328.8	226.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_3/68	attached	flat	1	0.8372	222.2	11.5	27.38	31.81	82.45	7.984e+05	1.258e+05	0.1575	0	0	2602	154.8	-91.81	117.3	4	0	1		1	
pdvd	039252_3/74	both	flat	1	0.894	87.75	12.2	17.91	38.47	117.9	9.136e+05	6.368e+05	0.697	0	0	5526	297.7	-265.3	145.9	4	1	2		0	W cells straddle [(4, 1), (5, 1)]
pdvd	039252_5/73	attached	flat	0	0.7916	62.33	0	0	82.66	-1	0	0	-1	0	0	2204	189.7	-94.09	27.13	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_7/98	attached	flat	1	0.4012	113.4	4.113	14.16	37.27	96.69	4.449e+05	1.147e+05	0.2578	0	0	5721	293.5	250.1	85.14	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_7/99	attached	flat	1	0.6104	328.8	5.412	29.45	49.7	96.18	6.98e+05	2.389e+04	0.03422	0	3	3778	64.91	291.3	60.94	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/102	attached	flat	0	0.582	106.9	0	0	24.93	-1	0	0	-1	0	0	2094	70.11	309.4	239.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/32	both	flat	1	0.8808	177.5	11.56	30.4	38.49	54.48	8.281e+05	1.657e+05	0.2001	0	1	5063	-219.5	-142.7	166.9	1	0	1		1	
pdvd	039252_9/101	attached	flat	0	0.1804	113.4	0	0	16.71	-1	0	0	-1	0	0	2562	234.2	247.8	208.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/52	attached	flat	1	0.7266	28.39	6.6	24.05	61.47	36.83	1.51e+06	3.371e+05	0.2232	0	2	6308	-330.4	250.1	19	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/94	attached	flat	1	0.6321	118.2	4.586	25.13	21.94	39.02	1.021e+06	5.338e+04	0.05229	0	1	3922	230.5	206	57.45	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/102	attached	flat	2	0.5975	14.4	5.201	17.34	44.86	-1	9.695e+05	0	0	0	3	3841	328.1	57.61	12.66	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/110	both	flat	1	0.8857	90.91	1.798	4.347	15.91	71.25	1.778e+05	1.962e+05	1.104	2	0	5388	270.1	-4.125	212.7	5	0	1		1	
pdvd	039253_0/44	attached	flat	2	0.9382	80.3	5.341	4.958	26.14	-1	5.018e+05	3.395e+04	0.06765	0	1	4644	-200.8	-297.8	214.3	1	1	1		1	
pdvd	039253_0/87	both	flat	1	0.8652	100.1	3.429	11.25	21.64	39.51	2.81e+05	3.663e+04	0.1303	0	1	5048	11.59	2.81	55.86	6	0	2		0	W cells straddle [(4, 0), (6, 0)]
pdvd	039253_1/36	attached	flat	2	0.8144	226.7	4.775	4.895	9.59	-1	1.325e+05	0	0	0	1	6017	-233.4	-170.7	96.19	0	1	1		0	frames missing
pdvd	039253_10/77	attached	flat	2	0.6462	206.6	1.4	4.607	6.725	-1	1.522e+05	0	0	0	1	3442	20.6	270.3	151	7	1	1		0	frames missing
pdvd	039253_11/116	both	flat	1	0.9027	40.03	7.411	20.91	27.14	44.25	5.574e+05	9.236e+04	0.1657	0	0	5031	305.9	259.7	245.4	7	1	1		0	frames missing
pdvd	039253_12/35	both	flat	1	0.9174	205.8	7.938	26.76	29.31	66.02	7.095e+05	9.531e+04	0.1343	0	2	1623	-201	-91.13	114.8	0	0	1		0	frames missing
pdvd	039253_12/93	attached	flat	1	0.3509	103.8	2.561	4.611	36.31	75.07	3.159e+05	1.05e+05	0.3324	1	0	2010	175.7	315.4	21.15	6	1	1		0	frames missing
pdvd	039253_13/39	attached	flat	2	0.6914	50.03	15.68	45.34	57.9	-1	1.267e+06	565	0.0004461	0	1	4639	-233.6	305.2	31.98	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_13/73	both	flat	2	0.6847	131.1	9.803	30.53	52.76	-1	1.25e+06	3.431e+05	0.2745	0	4	5516	229.4	-94.76	144.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_14/49	both	flat	1	0.9512	269.2	12.47	29.89	36	94.48	1.118e+06	1.051e+05	0.09402	0	1	3709	-190.7	183.5	104.9	2	1	1		0	frames missing
pdvd	039253_15/105	both	flat	1	0.6454	577.7	9.538	23.53	54.77	96.85	1.197e+06	8.439e+04	0.07052	0	0	4071	-180.6	-83.05	192.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_15/36	attached	flat	2	0.9666	321.6	8.791	16.09	28.11	-1	5.459e+05	5.153e+05	0.944	0	1	2805	-318.7	-2.581	209.2	1	0	1		0	frames missing
pdvd	039253_15/45	both	flat	1	0.8002	106.8	7.505	39.14	43.72	78.51	1.063e+06	1.043e+05	0.09808	0	2	4555	-318.5	252.4	271.8	3	1	1		0	frames missing
pdvd	039253_17/115	attached	flat	1	0.824	85.8	2.323	23.15	23.84	102.2	9.071e+05	5.262e+04	0.058	0	2	7420	320.8	301.5	75.25	6	1	1		0	frames missing
pdvd	039253_17/77	attached	flat	1	0.6542	73.8	10.06	18.84	40.11	107.3	8.244e+05	7.681e+04	0.09318	0	1	5959	209	302.3	122.8	6	1	1		0	frames missing
pdvd	039253_2/117	both	flat	1	0.9218	71.41	2.661	14.26	29.32	51.9	6.691e+05	5.579e+04	0.08338	0	1	4152	165.3	-309.7	20.7	4	1	1		0	frames missing
pdvd	039253_2/13	attached	flat	0	1.003	253	0	0	24.04	-1	0	0	-1	0	0	6142	-165.9	-174.8	221.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_2/34	attached	flat	1	0.7189	22.43	7.461	31.52	48.12	42.73	9.861e+05	2.553e+05	0.2589	0	1	2289	-290.3	146.9	11.48	2	0	1		0	frames missing
pdvd	039253_2/77	attached	flat	1	0.4854	324.8	13.37	19.81	49.06	33.48	1.198e+06	7.745e+05	0.6462	0	0	4328	244.3	-217.2	186.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_2/89	attached	flat	1	0.8384	256.6	7.123	18.54	37.15	119.3	6.425e+05	8.584e+04	0.1336	0	0	3402	104.7	-192.3	119.1	4	1	1		0	frames missing
pdvd	039253_3/29	both	flat	2	0.9713	118.7	7.533	20.62	39.46	-1	6.974e+05	2.611e+04	0.03744	0	1	7060	-319.5	14.5	75.89	2	0	1		0	frames missing
pdvd	039253_3/61	both	flat	0	0.7455	197.6	7.075	9.254	44.91	-1	3.531e+05	0	0	0	1	3676	155.6	-111.4	94.71	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_3/66	attached	flat	1	1.208	162.1	15.04	36.92	47.46	54.85	8.419e+05	1.235e+05	0.1467	0	0	3088	182.2	-237.7	215.5	5	1	1		0	frames missing
