# retire_20260817.sh  tiers=A
# started              2026-08-17T15:20:48-07:00
# wcp-porting-img HEAD 98f31a7
# toolkit HEAD         2d8c9e5a
# broken symlinks pre  360
# du -sh sbnd_xin pre  164G
# df /nfs/data/1 pre   837G avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-17T15:20:49-07:00	work-cbr2-bare	A	5	work-cbr2-bare.tar.gz	2026-08-17T10:04:11-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-c1koff	A	1053	work-cbr2-c1koff.tar.gz	2026-08-17T08:30:05-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-c1kon	A	1053	work-cbr2-c1kon.tar.gz	2026-08-17T08:42:56-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-c1kon2	A	1053	work-cbr2-c1kon2.tar.gz	2026-08-17T09:41:53-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-contain	A	16	work-cbr2-contain.tar.gz	2026-08-17T09:23:04-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-f1	A	14	work-cbr2-f1.tar.gz	2026-08-17T08:19:46-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-f2	A	14	work-cbr2-f2.tar.gz	2026-08-17T08:20:06-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-f3	A	14	work-cbr2-f3.tar.gz	2026-08-17T08:20:25-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kGEOM_FIRST1	A	2	work-cbr2-kGEOM_FIRST1.tar.gz	2026-08-17T08:46:03-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kGEOM_FIRST2	A	2	work-cbr2-kGEOM_FIRST2.tar.gz	2026-08-17T08:46:08-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kIN_BEAM1	A	2	work-cbr2-kIN_BEAM1.tar.gz	2026-08-17T08:45:53-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kIN_BEAM2	A	2	work-cbr2-kIN_BEAM2.tar.gz	2026-08-17T08:45:58-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kPIERCE1	A	2	work-cbr2-kPIERCE1.tar.gz	2026-08-17T08:46:13-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-kPIERCE2	A	2	work-cbr2-kPIERCE2.tar.gz	2026-08-17T08:46:18-07:00	0
2026-08-17T15:20:50-07:00	work-cbr2-o4	A	2	work-cbr2-o4.tar.gz	2026-08-17T08:45:24-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-o5	A	2	work-cbr2-o5.tar.gz	2026-08-17T08:45:29-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-o6	A	2	work-cbr2-o6.tar.gz	2026-08-17T08:45:33-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-o7	A	2	work-cbr2-o7.tar.gz	2026-08-17T08:45:38-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-o8	A	2	work-cbr2-o8.tar.gz	2026-08-17T08:45:43-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-o9	A	2	work-cbr2-o9.tar.gz	2026-08-17T08:45:48-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-off	A	14	work-cbr2-off.tar.gz	2026-08-17T08:11:04-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-off3	A	3	work-cbr2-off3.tar.gz	2026-08-17T08:44:06-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-on	A	14	work-cbr2-on.tar.gz	2026-08-17T08:12:09-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-on2	A	14	work-cbr2-on2.tar.gz	2026-08-17T08:15:25-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pc10	A	1	work-cbr2-pc10.tar.gz	2026-08-17T08:52:28-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pc12	A	8	work-cbr2-pc12.tar.gz	2026-08-17T08:52:39-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pc6	A	14	work-cbr2-pc6.tar.gz	2026-08-17T08:52:13-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pc7	A	14	work-cbr2-pc7.tar.gz	2026-08-17T08:52:26-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pr-off	A	41	work-cbr2-pr-off.tar.gz	2026-08-17T10:24:29-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pr-off-dbg	A	7	work-cbr2-pr-off-dbg.tar.gz	2026-08-17T11:32:10-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pr-on	A	33	work-cbr2-pr-on.tar.gz	2026-08-17T10:24:45-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-pr-on-dbg	A	9	work-cbr2-pr-on-dbg.tar.gz	2026-08-17T11:32:00-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-prql-off	A	34	work-cbr2-prql-off.tar.gz	2026-08-17T10:21:54-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-prql-on	A	34	work-cbr2-prql-on.tar.gz	2026-08-17T10:22:07-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr1-off	A	2	work-cbr2-repr1-off.tar.gz	2026-08-17T08:44:26-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr1-on	A	2	work-cbr2-repr1-on.tar.gz	2026-08-17T08:44:31-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr2-off	A	2	work-cbr2-repr2-off.tar.gz	2026-08-17T08:44:35-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr2-on	A	2	work-cbr2-repr2-on.tar.gz	2026-08-17T08:44:40-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr3-off	A	2	work-cbr2-repr3-off.tar.gz	2026-08-17T08:44:46-07:00	0
2026-08-17T15:20:51-07:00	work-cbr2-repr3-on	A	2	work-cbr2-repr3-on.tar.gz	2026-08-17T08:44:50-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aa-off437699	A	1	work-cbr3-aa-off437699.tar.gz	2026-08-17T14:07:56-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aa-on437699	A	1	work-cbr3-aa-on437699.tar.gz	2026-08-17T14:07:56-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aakBEAM_MAIN437699	A	2	work-cbr3-aakBEAM_MAIN437699.tar.gz	2026-08-17T14:12:02-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aakDEST_BEAM437699	A	2	work-cbr3-aakDEST_BEAM437699.tar.gz	2026-08-17T14:11:40-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aakGEOM_FIRST437699	A	2	work-cbr3-aakGEOM_FIRST437699.tar.gz	2026-08-17T14:10:57-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aakIN_BEAM437699	A	2	work-cbr3-aakIN_BEAM437699.tar.gz	2026-08-17T14:10:36-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aakPIERCE437699	A	2	work-cbr3-aakPIERCE437699.tar.gz	2026-08-17T14:11:19-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aaoff437699	A	2	work-cbr3-aaoff437699.tar.gz	2026-08-17T14:09:20-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-aaon437699	A	2	work-cbr3-aaon437699.tar.gz	2026-08-17T14:09:42-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-attr78242	A	8	work-cbr3-attr78242.tar.gz	2026-08-17T12:08:19-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-attr78242b	A	9	work-cbr3-attr78242b.tar.gz	2026-08-17T12:11:41-07:00	0
2026-08-17T15:20:51-07:00	work-cbr3-census-off	A	152	work-cbr3-census-off.tar.gz	2026-08-17T13:59:45-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-census-offfull	A	9782	work-cbr3-census-offfull.tar.gz	2026-08-17T14:30:05-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-census-pr-off	A	133	work-cbr3-census-pr-off.tar.gz	2026-08-17T14:01:07-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-census-pr-off398690	A	3	work-cbr3-census-pr-off398690.tar.gz	2026-08-17T14:30:39-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-census-pr-on398690	A	4	work-cbr3-census-pr-on398690.tar.gz	2026-08-17T14:30:49-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-dbg51128	A	5	work-cbr3-dbg51128.tar.gz	2026-08-17T12:29:38-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-dbg51128c	A	5	work-cbr3-dbg51128c.tar.gz	2026-08-17T12:31:30-07:00	0
2026-08-17T15:20:53-07:00	work-cbr3-dbgbm437699	A	2	work-cbr3-dbgbm437699.tar.gz	2026-08-17T14:13:06-07:00	0
