sample	event	nflash	nclus	n_noflash	n_correct	n_wrong	n_oob	note
mcp1k	65691	12	45	0	8	37	0	
mcp1k	65788	13	37	0	28	9	0	
mcp1k	65942	9	28	0	12	16	0	
mcp1k	65999	16	92	0	70	22	0	
mcp1k	66043	15	51	0	21	30	0	
mcp1k	66087	7	28	0	11	17	0	
mcp1k	66118	14	49	0	23	26	0	
mcp1k	66272	13	51	0	26	25	0	
mcp1k	66329	17	47	0	30	17	0	
mcp1k	66338	15	52	0	33	19	0	
mcp1k	66461	13	22	0	12	10	0	
mcp1k	66571	18	45	0	24	21	0	
mcp1k	66615	19	75	0	34	41	0	
mcp1k	66624	9	81	0	42	39	0	
mcp1k	66646	19	48	0	33	15	0	
mcp1k	66712	15	75	0	25	50	0	
mcp1k	66822	11	53	0	20	33	0	
mcp1k	66954	14	72	0	41	31	0	
mcp1k	67108	10	38	0	16	20	2	
mcp1k	67152	17	80	0	52	26	2	
mcp1k	67394	16	60	0	24	33	3	
mcp1k	67746	12	38	0	30	8	0	
mcp1k	67922	10	74	0	9	65	0	
mcp1k	67988	14	43	0	23	20	0	
mcp1k	68054	11	50	0	36	12	2	
mcp1k	68362	17	51	0	24	27	0	
mcp1k	68428	13	31	0	15	16	0	
mcp1k	68516	11	40	0	23	17	0	
mcp1k	68648	14	68	0	20	48	0	
mcp1k	68714	19	68	0	55	13	0	
mcp1k	68956	9	39	0	20	19	0	
mcp1k	68978	12	51	1	29	21	0	
mcp1k	69000	9	52	0	17	35	0	
mcp1k	69066	7	41	0	16	25	0	
mcp1k	69286	12	63	0	13	50	0	
mcp1k	69308	10	24	0	8	16	0	
mcp1k	70562	6	23	0	11	12	0	
mcp1k	70980	17	44	0	20	22	2	
mcp1k	71046	16	57	0	31	26	0	
mcp1k	71178	17	82	1	45	36	0	
mcp1k	71222	13	65	0	45	20	0	
mcp1k	71266	20	83	0	35	48	0	
mcp1k	71288	18	46	0	16	30	0	
mcp1k	71376	10	26	0	14	10	2	
mcp1k	71486	14	55	0	23	32	0	
mcp1k	71530	16	103	0	25	78	0	
mcp1k	71640	10	70	0	64	6	0	
mcp1k	71882	10	78	0	8	70	0	
mcp1k	71948	12	63	0	31	31	1	
mcp1k	72256	11	72	0	32	40	0	
mcp1k	72564	15	37	1	12	24	0	
mcp1k	72586	18	88	0	44	44	0	
mcp1k	72828	13	48	0	29	19	0	
mcp1k	73004	14	77	0	58	19	0	
mcp1k	73070	11	27	0	23	4	0	
mcp1k	73422	12	44	0	26	18	0	
mcp1k	166650	14	42	0	30	12	0	
mcp1k	166738	9	77	0	51	20	6	
mcp1k	166804	19	32	0	17	15	0	
mcp1k	166870	23	87	0	55	32	0	
mcp1k	167112	19	78	0	55	23	0	
mcp1k	167200	10	28	0	12	14	2	
mcp1k	167222	12	48	0	39	9	0	
mcp1k	167354	14	102	0	60	41	1	
mcp1k	167376	12	32	0	18	14	0	
mcp1k	167398	18	51	0	43	8	0	
mcp1k	167640	13	77	0	21	56	0	
mcp1k	167684	16	51	0	20	31	0	
mcp1k	167904	22	96	0	37	59	0	
mcp1k	168388	7	38	0	24	14	0	
mcp1k	168410	15	56	0	30	26	0	
mcp1k	168432	15	50	0	29	21	0	
mcp1k	168526	15	106	0	67	37	2	
mcp1k	168614	7	24	1	10	10	3	
mcp1k	168658	17	90	0	58	30	2	
mcp1k	169054	11	38	0	11	27	0	
mcp1k	169202	12	52	0	33	19	0	
mcp1k	169208	9	97	0	18	75	4	
mcp1k	169340	14	42	0	23	19	0	
mcp1k	169356	14	68	0	25	43	0	
mcp1k	169488	10	42	0	15	27	0	
mcp1k	169532	11	33	0	11	22	0	
mcp1k	169598	12	43	0	24	19	0	
mcp1k	169620	13	46	0	34	12	0	
mcp1k	169626	11	59	0	39	20	0	
mcp1k	169708	7	47	0	27	20	0	
mcp1k	169736	13	56	1	29	26	0	
mcp1k	169758	7	28	0	4	24	0	
mcp1k	169774	14	47	0	29	18	0	
mcp1k	169824	13	50	1	31	18	0	
mcp1k	169846	18	81	0	42	39	0	
mcp1k	169890	15	66	0	31	34	1	
mcp1k	170792	13	32	0	20	12	0	
mcp1k	170808	16	61	0	27	34	0	
mcp1k	170814	22	53	0	24	29	0	
mcp1k	170880	15	65	0	48	17	0	
mcp1k	170924	14	66	1	11	54	0	
mcp1k	170940	29	82	0	34	48	0	
mcp1k	170984	16	61	0	24	37	0	
mcp1k	171050	16	84	0	33	50	1	
mcp1k	171116	12	43	0	27	16	0	
mcp1k	171144	13	58	0	25	33	0	
mcp1k	171358	11	41	0	17	24	0	
mcp1k	171446	8	36	0	11	25	0	
mcp1k	171600	14	95	0	24	71	0	
mcp1k	171892	19	62	0	38	24	0	
mcp1k	172090	10	27	0	18	9	0	
mcp1k	172200	17	68	0	17	42	9	
mcp1k	172266	8	53	0	29	19	5	
mcp1k	172414	11	40	0	16	22	2	
mcp1k	172552	14	44	0	20	24	0	
mcp1k	172596	16	64	0	22	42	0	
mcp1k	172656	14	53	0	23	30	0	
mcp1k	172722	15	26	0	8	18	0	
mcp1k	172788	18	70	0	57	12	1	
mcp1k	172794	16	50	0	20	29	1	
mcp1k	172832	15	81	0	35	46	0	
mcp1k	172860	12	49	0	33	16	0	
mcp1k	172926	15	72	0	58	14	0	
mcp1k	172942	12	75	0	56	19	0	
mcp1k	173058	18	65	0	33	32	0	
mcp1k	173146	10	57	1	31	22	3	
mcp1k	173234	15	59	0	20	39	0	
mcp1k	173256	15	98	0	34	64	0	
mcp1k	173294	7	56	0	38	18	0	
mcp1k	173476	10	37	0	19	18	0	
mcp1k	173498	15	43	0	22	21	0	
mcp1k	173586	9	68	0	42	26	0	
mcp1k	173718	14	51	0	34	17	0	
mcp1k	173822	9	31	0	19	10	2	
mcp1k	173888	10	28	0	9	19	0	
mcp1k	173982	9	26	0	14	10	2	
mcp1k	174114	13	59	0	23	34	2	
mcp1k	174136	12	24	0	20	4	0	
mcp1k	174224	13	64	0	44	19	1	
mcp1k	174240	16	65	0	28	37	0	
mcp1k	174306	17	70	0	45	25	0	
mcp1k	174422	10	47	0	26	21	0	
mcp1k	174488	12	27	0	13	14	0	
mcp1k	174576	13	35	0	24	11	0	
mcp1k	174642	13	37	0	21	16	0	
mcp1k	174752	11	49	0	37	12	0	
mcp1k	174878	15	46	0	18	28	0	
mcp1k	174928	15	48	0	23	25	0	
mcp1k	175016	17	97	0	59	38	0	
mcp1k	175104	5	40	0	17	15	8	
mcp1k	175428	13	75	0	37	38	0	
mcp1k	175500	12	49	0	22	26	1	
mcp1k	175808	19	82	0	50	32	0	
mcp1k	175896	17	67	0	45	22	0	
mcp1k	175956	14	28	0	18	10	0	
mcp1k	176022	6	35	0	13	17	5	
mcp1k	176066	18	40	0	23	17	0	
mcp1k	176088	11	58	0	22	36	0	
mcp1k	176132	24	141	0	11	130	0	
mcp1k	176160	16	75	0	43	32	0	
mcp1k	276198	16	53	0	23	28	2	
mcp1k	276330	16	63	1	34	28	0	
mcp1k	276418	17	64	0	27	37	0	
mcp1k	276550	14	60	0	16	44	0	
mcp1k	276638	12	34	0	6	27	1	
mcp1k	276836	14	58	0	29	29	0	
mcp1k	277276	10	32	0	15	17	0	
mcp1k	277298	16	65	0	50	15	0	
mcp1k	277320	10	71	0	10	60	1	
mcp1k	277782	13	35	0	24	11	0	
mcp1k	277958	16	39	1	20	18	0	
mcp1k	278046	17	51	0	13	38	0	
mcp1k	278266	20	54	0	33	21	0	
mcp1k	278398	15	60	0	16	41	3	
mcp1k	278420	16	79	0	29	50	0	
mcp1k	278640	11	40	0	18	22	0	
mcp1k	278662	14	40	0	22	18	0	
mcp1k	278684	17	44	0	12	32	0	
mcp1k	278785	14	50	0	28	22	0	
mcp1k	278794	11	55	0	13	42	0	
mcp1k	278860	16	38	0	17	21	0	
mcp1k	278917	11	38	0	20	18	0	
mcp1k	278939	15	203	0	80	123	0	
mcp1k	279080	11	51	0	16	34	1	
mcp1k	279115	15	62	0	43	19	0	
mcp1k	279124	12	36	0	12	24	0	
mcp1k	279190	12	36	0	7	29	0	
mcp1k	279256	24	47	1	20	26	0	
mcp1k	279432	17	54	0	39	15	0	
mcp1k	279445	14	91	0	67	23	1	
mcp1k	279564	13	44	0	15	28	1	
mcp1k	279643	16	57	0	48	9	0	
mcp1k	279797	16	53	0	21	31	1	
mcp1k	279951	14	44	0	25	19	0	
mcp1k	280017	14	39	0	14	25	0	
mcp1k	280092	14	26	0	13	12	1	
mcp1k	280281	18	55	0	43	12	0	
mcp1k	280466	11	47	0	42	5	0	
mcp1k	280598	14	58	0	42	15	1	
mcp1k	280752	11	49	0	36	13	0	
mcp1k	280774	23	86	0	29	57	0	
mcp1k	280853	10	31	0	19	12	0	
mcp1k	280884	15	38	1	15	22	0	
mcp1k	280972	10	90	0	82	8	0	
mcp1k	280994	16	67	1	22	44	0	
mcp1k	281095	16	49	0	15	33	1	
mcp1k	281148	12	54	0	46	8	0	
mcp1k	281155	18	36	0	21	15	0	
mcp1k	281214	13	61	0	16	45	0	
mcp1k	281241	12	78	0	42	36	0	
mcp1k	281337	11	30	0	25	5	0	
mcp1k	281485	15	93	0	51	41	1	
mcp1k	281505	13	67	0	23	42	2	
mcp1k	281507	16	69	0	34	35	0	
mcp1k	281527	15	54	0	21	32	1	
mcp1k	281551	22	75	0	26	49	0	
mcp1k	281557	18	58	0	28	30	0	
mcp1k	281595	16	70	0	29	38	3	
mcp1k	281632	16	52	0	26	26	0	
mcp1k	281639	18	95	0	60	35	0	
mcp1k	281676	11	47	0	16	31	0	
mcp1k	281720	13	111	0	57	46	8	
mcp1k	281727	9	42	0	8	34	0	
mcp1k	281808	14	36	0	9	27	0	
mcp1k	281837	8	64	0	12	52	0	
mcp1k	281857	15	41	0	17	22	2	
mcp1k	281901	11	44	0	24	18	2	
mcp1k	281918	14	98	0	65	33	0	
mcp1k	281925	12	37	0	11	26	0	
mcp1k	281953	7	22	2	15	5	0	
mcp1k	281997	14	55	0	15	40	0	
mcp1k	282011	19	65	0	35	30	0	
mcp1k	282033	12	40	0	15	25	0	
mcp1k	282057	17	39	0	24	14	1	
mcp1k	282072	11	35	0	4	31	0	
mcp1k	282094	14	43	0	25	17	1	
mcp1k	282160	11	77	1	56	20	0	
mcp1k	282204	16	89	0	30	59	0	
mcp1k	282217	13	33	0	9	24	0	
mcp1k	282231	19	69	0	33	36	0	
mcp1k	282292	10	39	0	24	15	0	
mcp1k	282299	20	63	0	21	42	0	
mcp1k	282385	12	49	0	7	41	1	
mcp1k	282459	16	151	0	20	130	1	
mcp1k	282541	16	68	0	28	40	0	
mcp1k	282666	16	42	0	24	18	0	
mcp1k	282715	16	37	0	18	19	0	
mcp1k	282737	19	64	0	54	10	0	
mcp1k	282871	16	80	1	35	44	0	
mcp1k	282899	17	57	0	45	12	0	
mcp1k	282930	12	106	0	58	48	0	
mcp1k	282952	17	97	0	31	66	0	
mcp1k	282979	16	59	0	39	20	0	
mcp1k	283009	20	91	0	51	40	0	
mcp1k	283040	14	73	0	40	32	1	
mcp1k	283047	15	89	0	44	44	1	
mcp1k	283091	16	73	0	34	39	0	
mcp1k	283119	14	48	0	17	31	0	
mcp1k	283229	7	26	0	11	15	0	
mcp1k	283265	16	66	0	26	40	0	
mcp1k	283331	17	34	0	23	11	0	
mcp1k	283463	14	71	0	43	28	0	
mcp1k	283485	14	51	0	35	16	0	
mcp1k	283515	18	78	0	50	28	0	
mcp1k	283529	13	42	0	29	13	0	
mcp1k	283537	11	79	0	40	39	0	
mcp1k	283581	9	29	0	14	15	0	
mcp1k	283595	9	58	0	38	20	0	
mcp1k	283683	19	43	0	12	31	0	
mcp1k	283691	16	66	1	33	32	0	
mcp1k	283713	15	73	0	52	21	0	
mcp1k	283771	17	59	0	28	31	0	
mcp1k	283793	17	74	0	29	45	0	
mcp1k	283801	18	54	0	13	41	0	
mcp1k	283817	13	57	0	22	34	1	
mcp1k	283839	15	41	0	24	17	0	
mcp1k	283905	18	53	0	41	12	0	
mcp1k	283969	22	88	0	31	57	0	
mcp1k	283991	11	51	0	19	32	0	
mcp1k	284013	10	38	0	21	17	0	
mcp1k	284081	11	24	0	15	9	0	
mcp1k	284103	14	51	0	11	40	0	
mcp1k	284125	16	34	0	6	28	0	
mcp1k	284145	11	41	0	19	18	4	
mcp1k	284153	18	61	0	23	38	0	
mcp1k	284200	13	34	0	6	28	0	
mcp1k	284211	11	44	1	23	20	0	
mcp1k	284235	16	81	0	56	25	0	
mcp1k	284255	12	23	0	8	15	0	
mcp1k	284323	13	37	0	30	7	0	
mcp1k	284349	11	36	0	18	18	0	
mcp1k	284365	11	48	0	36	12	0	
mcp1k	284367	14	37	0	14	21	2	
mcp1k	284563	12	22	0	9	13	0	
mcp1k	284587	11	56	0	9	47	0	
mcp1k	284596	19	63	0	40	23	0	
mcp1k	284637	13	69	0	35	34	0	
mcp1k	284657	25	89	0	43	46	0	
mcp1k	284769	17	49	0	11	38	0	
mcp1k	284791	12	59	0	32	27	0	
mcp1k	284794	11	58	0	31	27	0	
mcp1k	284835	15	43	0	29	13	1	
mcp1k	284937	15	38	0	19	19	0	
mcp1k	284989	23	71	0	31	40	0	
mcp1k	285025	8	34	0	18	16	0	
mcp1k	285049	11	23	0	5	18	0	
mcp1k	285069	11	37	0	19	18	0	
mcp1k	285080	16	53	0	31	22	0	
mcp1k	285185	23	65	0	39	26	0	
mcp1k	285201	12	33	0	14	19	0	
mcp1k	285253	11	74	0	27	45	2	
mcp1k	285311	10	53	2	20	31	0	
mcp1k	285333	12	32	0	20	12	0	
mcp1k	285366	15	63	0	34	29	0	
mcp1k	285421	11	27	0	12	15	0	
mcp1k	285443	8	51	0	44	7	0	
mcp1k	285467	18	72	0	42	30	0	
mcp1k	285531	18	86	0	31	55	0	
mcp1k	285564	19	47	0	17	30	0	
mcp1k	285577	11	69	0	45	21	3	
mcp1k	285586	14	49	0	18	31	0	
mcp1k	285652	18	83	0	23	60	0	
mcp1k	285663	8	30	0	2	28	0	
mcp1k	285665	10	53	0	37	16	0	
mcp1k	285674	16	95	0	41	54	0	
mcp1k	285753	15	84	0	58	26	0	
mcp1k	285795	22	67	0	28	39	0	
mcp1k	285929	11	40	0	16	24	0	
mcp1k	285971	9	41	0	25	15	1	
mcp1k	285979	16	38	0	10	28	0	
mcp1k	285993	14	52	0	23	28	1	
mcp1k	285999	18	52	0	40	12	0	
mcp1k	286021	11	39	0	27	12	0	
mcp1k	286065	15	40	0	19	21	0	
mcp1k	286089	15	46	0	14	32	0	
mcp1k	286114	19	88	0	31	55	2	
mcp1k	286133	22	58	0	29	29	0	
mcp1k	286177	12	42	0	20	22	0	
mcp1k	286180	9	35	0	11	23	1	
mcp1k	286191	20	64	0	23	41	0	
mcp1k	286197	15	35	0	17	18	0	
mcp1k	286213	11	80	0	5	72	3	
mcp1k	286221	17	55	0	34	19	2	
mcp1k	286241	17	48	0	35	13	0	
mcp1k	286268	11	67	0	29	38	0	
mcp1k	286325	13	53	0	13	40	0	
mcp1k	286329	15	56	0	22	34	0	
mcp1k	286353	12	68	0	21	47	0	
mcp1k	286391	16	83	0	31	52	0	
mcp1k	286400	15	57	0	39	18	0	
mcp1k	286527	19	88	0	39	49	0	
mcp1k	286532	12	49	0	22	27	0	
mcp1k	286551	19	102	0	53	49	0	
mcp1k	286587	14	41	0	33	8	0	
mcp1k	286617	12	64	0	36	28	0	
mcp1k	286631	12	41	0	21	20	0	
mcp1k	286655	21	82	0	48	33	1	
mcp1k	286681	10	76	0	46	30	0	
mcp1k	286683	5	66	0	46	15	5	
mcp1k	286787	22	60	0	23	37	0	
mcp1k	286818	11	63	0	26	37	0	
mcp1k	286884	20	36	0	8	28	0	
mcp1k	286906	8	41	0	16	25	0	
mcp1k	287007	11	58	0	22	35	1	
mcp1k	287013	10	37	0	19	18	0	
mcp1k	287016	20	59	0	36	23	0	
mcp1k	287029	17	36	0	20	16	0	
mcp1k	287099	15	38	0	25	13	0	
mcp1k	287181	15	42	1	21	19	1	
mcp1k	287211	9	43	0	7	36	0	
mcp1k	287249	17	68	0	32	36	0	
mcp1k	287277	15	31	0	9	22	0	
mcp1k	287315	12	35	0	18	17	0	
mcp1k	287431	14	42	0	21	21	0	
mcp1k	287434	19	50	0	43	7	0	
mcp1k	287517	19	61	0	27	34	0	
mcp1k	287522	16	59	0	13	46	0	
mcp1k	287555	19	66	0	40	26	0	
mcp1k	287599	19	75	0	53	22	0	
mcp1k	287621	8	25	1	14	10	0	
mcp1k	287654	22	91	0	55	36	0	
mcp1k	287717	13	62	0	24	37	1	
mcp1k	287759	11	28	0	10	18	0	
mcp1k	287783	7	25	0	12	6	7	
mcp1k	287825	8	46	0	35	11	0	
mcp1k	287830	13	63	0	34	29	0	
mcp1k	287896	12	73	0	28	45	0	
mcp1k	288067	15	77	0	43	34	0	
mcp1k	288287	15	74	0	57	17	0	
mcp1k	288327	16	60	0	54	6	0	
mcp1k	288358	15	55	0	6	44	5	
mcp1k	288397	15	63	0	28	35	0	
mcp1k	288468	15	29	0	6	23	0	
mcp1k	288613	12	31	0	25	6	0	
mcp1k	288639	10	36	1	28	7	0	
mcp1k	288727	7	18	0	5	10	3	
mcp1k	288745	17	96	0	74	22	0	
mcp1k	288776	12	53	0	41	12	0	
mcp1k	288859	12	35	0	7	28	0	
mcp1k	288864	9	40	0	12	28	0	
mcp1k	288921	19	85	0	51	34	0	
mcp1k	288947	15	43	0	28	15	0	
mcp1k	288952	14	43	0	9	34	0	
mcp1k	288974	14	36	0	16	16	4	
mcp1k	289062	12	50	0	20	30	0	
mcp1k	289141	11	41	1	15	24	1	
mcp1k	289145	12	42	0	10	32	0	
mcp1k	289251	15	36	0	18	16	2	
mcp1k	289295	16	46	0	28	18	0	
mcp1k	289343	10	34	0	18	16	0	
mcp1k	289475	9	33	0	16	17	0	
mcp1k	289493	17	43	0	31	12	0	
mcp1k	289559	13	42	0	26	16	0	
mcp1k	289647	14	42	0	25	17	0	
mcp1k	289656	11	52	0	17	35	0	
mcp1k	289805	11	46	0	25	19	2	
mcp1k	289832	15	68	0	59	9	0	
mcp1k	289849	19	66	0	33	33	0	
mcp1k	290052	11	37	0	11	26	0	
mcp1k	290069	20	84	0	36	48	0	
mcp1k	290135	18	49	0	23	26	0	
mcp1k	290201	13	50	0	14	36	0	
mcp1k	290223	16	42	0	30	12	0	
mcp1k	290294	13	68	0	33	35	0	
mcp1k	290316	13	55	0	30	25	0	
mcp1k	290329	21	75	0	26	49	0	
mcp1k	290602	13	40	0	14	26	0	
mcp1k	290712	21	74	0	28	46	0	
mcp1k	290729	12	83	0	69	14	0	
mcp1k	290800	18	34	0	25	9	0	
mcp1k	290844	8	19	0	10	9	0	
mcp1k	291037	14	31	0	13	18	0	
mcp1k	291064	12	54	0	36	18	0	
mcp1k	291262	17	54	0	24	30	0	
mcp1k	291301	16	64	0	28	36	0	
mcp1k	291345	10	63	0	30	33	0	
mcp1k	291372	13	55	0	34	21	0	
mcp1k	291499	13	65	0	40	22	3	
mcp1k	291526	23	74	0	42	32	0	
mcp1k	291548	20	80	0	44	36	0	
mcp1k	291570	18	76	0	44	32	0	
mcp1k	291724	15	55	0	19	36	0	
mcp1k	291768	21	67	0	33	34	0	
