run	subrun	event	row	nu_index	gid	cluster_id	sel_cluster_id	cid_relation	n_act	sel_demoted	sel_fc	sel_length_cm	bundle_has_vetoed	n_vetoed	nu_x	nu_y	nu_z	vertex_default	reco_Enu	numu_score	nue_score	neutrino_type	nt_cosmic	nt_numucc	nt_nc	nt_nue	cosmict_flag	n_truth	t_idx	t_flav	t_mode	t_ccnc	t_Etot	t_Edep	t_T	t_dist_cm	mc_reco_Enu	flash_time_us	flash_pe	flash_tpc	flash_group	has_vertex	vertex_moved_cluster	br_filled	mip_filled	n_act_all_roles	n_companion
18265	1	134814	0	0	4	15	15	same	3	0	0	407.1	0	0	70.18	199.92	415.96	0	1091.2	-1.4717	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.6952	15634.0	0	4	1	0	0	0	5	2
18265	1	135188	0	0	1000004	17	17	same	1	0	0	1.6	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.5465	4091.8	1	7	0	0	0	0	1	0
18265	1	136200	0	0	6	30	30	same	8	1	0	113.7	1	1	-136.89	199.51	195.52	0	444.1	-2.6050	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		2.0786	9207.2	0	6	1	0	0	0	8	0
18269	1	197314	0	0	1000002	5	5	same	2	0	0	15.0	1	1	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.9208	11719.5	1	1000002	0	0	0	0	6	4
18269	1	206378	0	0	1000012	14	14	same	1	0	1	4.5	0	0	112.65	167.69	252.66	0	70.9	-0.5708	-15.0000	8	0	0	1	0	0	0	-1				-1	-1	-1	-1		1.0500	1761.3	1	1000012	1	0	0	0	4	3
18275	1	2677	0	0	1000002	13	13	same	4	0	0	397.9	1	2	2.16	-167.71	268.06	0	1116.8	1.3010	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		0.7461	19585.1	1	4	1	0	0	0	9	5
18275	1	3491	0	0	1000009	14	14	same	1	0	0	1.8	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.5067	317.0	1	2	0	0	0	0	1	0
18275	1	4019	0	0	5	3	3	same	1	0	0	2.2	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.6037	10836.7	0	5	0	0	0	0	1	0
18275	1	16141	0	0	1000007	3	3	same	1	0	0	5.1	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		1.1711	225.9	1	3	0	0	0	0	1	0
18275	1	17813	0	0	3	19	19	same	2	0	0	429.8	1	1	-2.11	197.00	204.02	0	1187.9	2.6618	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		1.3480	24128.9	0	3	1	0	0	0	7	5
18279	1	173006	0	0	1	2	2	same	1	0	0	1.2	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.2918	17220.2	0	1	0	0	0	0	1	0
18279	1	173864	0	0	1000013	21	21	same	2	0	0	137.3	0	0	101.55	121.79	-0.52	0	550.4	-2.3409	-15.0000	6	1	1	0	0	1	0	-1				-1	-1	-1	-1		2.0150	6919.1	1	12	1	0	0	0	11	9
18279	1	177186	0	0	5	2	2	same	1	0	0	1.4	0	0	0.00	0.00	0.00	1	0.0	-1.9417	-15.0000	0	0	0	0	0	0	0	-1				-1	-1	-1	-1		0.7299	2289.2	0	5	0	0	0	0	1	0
18279	1	178440	0	0	5	18	18	same	5	1	0	24.1	1	1	-132.05	128.37	2.05	0	313.0	-1.9727	-15.0000	10	1	0	1	0	1	0	-1				-1	-1	-1	-1		2.1430	4183.2	0	5	1	0	0	0	11	6
