# retire_20260811.sh  tiers=A
# started              2026-08-11T16:58:07-07:00
# wcp-porting-img HEAD 5fa6037
# toolkit HEAD         b38127a0
# broken symlinks pre  0
# du -sh sbnd_xin pre  103G
# df /nfs/data/1 pre   464G avail
iso_ts	dir	tier	MB	archive_tarball	dir_mtime	citations
2026-08-11T16:58:08-07:00	VOID-pr32-round1	A	831	VOID-pr32-round1.tar.gz	2026-08-04T15:11:02-07:00	0
2026-08-11T16:58:08-07:00	work-bee-0809	A	15	work-bee-0809.tar.gz	2026-08-09T06:33:34-07:00	0
2026-08-11T16:58:08-07:00	work-disp0806-ncpi0	A	10	work-disp0806-ncpi0.tar.gz	2026-08-06T19:16:25-07:00	0
2026-08-11T16:58:08-07:00	work-disp0806-nuecc	A	17	work-disp0806-nuecc.tar.gz	2026-08-06T19:16:05-07:00	0
2026-08-11T16:58:08-07:00	work-disp0806-set2	A	23	work-disp0806-set2.tar.gz	2026-08-06T20:03:41-07:00	0
2026-08-11T16:58:08-07:00	work-dqdx-off2	A	11	work-dqdx-off2.tar.gz	2026-08-06T14:40:55-07:00	0
2026-08-11T16:58:08-07:00	work-dqdx-on2	A	17	work-dqdx-on2.tar.gz	2026-08-06T14:41:44-07:00	0
2026-08-11T16:58:08-07:00	work-dqdx-on2b	A	17	work-dqdx-on2b.tar.gz	2026-08-06T14:46:15-07:00	0
2026-08-11T16:58:08-07:00	work-dqdx-on3	A	17	work-dqdx-on3.tar.gz	2026-08-06T14:49:38-07:00	0
2026-08-11T16:58:08-07:00	work-handscan14	A	17	work-handscan14.tar.gz	2026-08-06T16:23:28-07:00	0
2026-08-11T16:58:08-07:00	work-oc53-71372	A	4	work-oc53-71372.tar.gz	2026-08-09T08:17:10-07:00	0
2026-08-11T16:58:08-07:00	work-oc53r4-pr	A	4	work-oc53r4-pr.tar.gz	2026-08-09T10:54:10-07:00	0
2026-08-11T16:58:08-07:00	work-oc53r4-trace	A	35	work-oc53r4-trace.tar.gz	2026-08-09T10:50:55-07:00	0
2026-08-11T16:58:08-07:00	work-oc56-smoke	A	4	work-oc56-smoke.tar.gz	2026-08-10T05:41:59-07:00	0
2026-08-11T16:58:08-07:00	work-oc56-smoke-off	A	4	work-oc56-smoke-off.tar.gz	2026-08-10T05:43:01-07:00	0
2026-08-11T16:58:08-07:00	work-oc56-smoke2	A	4	work-oc56-smoke2.tar.gz	2026-08-10T05:47:37-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-dbgoff	A	5	work-pr24r4-dbgoff.tar.gz	2026-08-06T06:08:01-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-dbgoff2	A	5	work-pr24r4-dbgoff2.tar.gz	2026-08-06T06:14:46-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-dbgon	A	5	work-pr24r4-dbgon.tar.gz	2026-08-06T06:07:44-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-dbgon2	A	5	work-pr24r4-dbgon2.tar.gz	2026-08-06T06:12:51-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-off3	A	14	work-pr24r4-off3.tar.gz	2026-08-06T06:02:28-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r4-on3	A	14	work-pr24r4-on3.tar.gz	2026-08-06T06:02:06-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r5-base48	A	171	work-pr24r5-base48.tar.gz	2026-08-06T07:22:12-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r5-dbgoff	A	5	work-pr24r5-dbgoff.tar.gz	2026-08-06T06:57:48-07:00	0
2026-08-11T16:58:08-07:00	work-pr24r5-dbgon	A	14	work-pr24r5-dbgon.tar.gz	2026-08-06T06:59:26-07:00	0
