sample	event	stratum	what
mcp1k	54341	ISO	numu09 0->1
mcp1k	54351	ISO	numu09 0->1
mcp1k	56211	ISO	vertex toward 6.30->1.54cm
mcp1k	57485	control	numu09 1->0; vertex ADVERSE 0.27->39.49cm
mcp1k	58345	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 7:1000009 0->1; vertex ADVERSE 46.43->infcm
mcp1k	58607	ISO	vertex ADVERSE 3.47->5.51cm
mcp1k	59335	ISO	numu09 0->1; vertex toward 65.05->0.35cm
mcp1k	59899	other	vertex toward 4.47->2.02cm
mcp1k	62281	ISO	vertex toward 29.27->0.89cm
mcp1k	62583	control	numu09 1->0
mcp1k	63163	ISO	vertex ADVERSE 0.26->1.71cm
mcp1k	63669	control	numu09 1->0
mcp1k	65025	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 16:1000009 0->1; vertex ADVERSE 0.00->infcm
mcp1k	66118	ISO	vertex ADVERSE 0.13->70.50cm
mcp1k	68648	ISO	vertex ADVERSE 0.00->1.51cm
mcp1k	71046	ISO	numu09 1->0
mcp1k	71178	control	vertex toward 22.81->13.80cm
mcp1k	72586	ISO	numu09 1->0
mcp1k	73004	ISO	vertex ADVERSE 0.30->1.80cm
mcp1k	166870	ISO	vertex ADVERSE 2.52->44.41cm
mcp1k	168614	ISO	numu09 1->0
mcp1k	170792	ISO	numu09 1->0; vertex ADVERSE 2.42->3.59cm
mcp1k	172090	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 10:1000003 0->1
mcp1k	172788	ISO	nu_eval 1->0; numu09 1->0; stm bundle 26:1000000 0->1; vertex ADVERSE 99.26->infcm
mcp1k	174114	ISO	vertex ADVERSE 0.13->1.60cm
mcp1k	175808	ISO	numu09 0->1; vertex toward 9.90->1.80cm
mcp1k	278046	ISO	vertex ADVERSE 7.74->8.86cm
mcp1k	279256	ISO	vertex toward 29.46->0.04cm
mcp1k	281595	ISO	vertex ADVERSE 0.42->1.51cm
mcp1k	281837	ISO	numu09 0->1; vertex ADVERSE 0.16->4.40cm
mcp1k	281953	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 10:1000001 0->1; vertex ADVERSE 0.00->infcm
mcp1k	282072	ISO	vertex ADVERSE 0.16->1.25cm
mcp1k	282204	ISO	vertex ADVERSE 0.74->3.23cm
mcp1k	282231	ISO	numu09 1->0
mcp1k	282737	control	vertex ADVERSE 0.06->29.33cm
mcp1k	282979	ISO	vertex ADVERSE 87.82->127.98cm
mcp1k	283009	ISO	vertex ADVERSE 0.28->1.58cm
mcp1k	283463	ISO	label nu-candidate->cosmic-tagged; stm bundle 14:8 0->1; vertex ADVERSE 0.92->infcm
mcp1k	283713	ISO	vertex ADVERSE 0.62->2.96cm
mcp1k	284013	control	vertex toward 5.55->0.51cm
mcp1k	284145	ISO	vertex toward 5.68->0.50cm
mcp1k	284200	ISO	numu09 1->0
mcp1k	284794	ISO	vertex ADVERSE 0.00->53.24cm
mcp1k	285253	control	numu09 0->1
mcp1k	285665	ISO	vertex toward 88.95->2.06cm
mcp1k	286353	control	vertex toward 262.56->259.09cm
mcp1k	286655	control	vertex ADVERSE 27.88->73.63cm
mcp1k	287517	ISO	vertex ADVERSE 0.09->1.47cm
mcp1k	287555	ISO	vertex toward 1.86->0.37cm
mcp1k	293149	ISO	vertex toward 24.24->2.69cm
mcp1k	313781	control	vertex ADVERSE 40.53->43.62cm
mcp1k	315167	ISO	numu09 1->0
mcp1k	315343	ISO	vertex toward 10.91->5.37cm
mcp1k	315497	ISO	vertex ADVERSE 0.00->53.03cm
mcp1k	316025	ISO	numu09 1->0
mcp1k	321107	ISO	vertex ADVERSE 0.02->3.86cm
mcp1k	321173	ISO	vertex toward 22.10->1.36cm
mcp1k	321371	ISO	label nu-candidate->cosmic-tagged; stm bundle 18:1000002 0->1
mcp1k	348471	ISO	numu09 1->0
mcp1k	348691	ISO	vertex ADVERSE 0.56->1.61cm
mcp1k	348713	ISO	numu09 0->1; vertex ADVERSE 0.00->90.11cm
mcp1k	349461	ISO	vertex ADVERSE 0.25->4.03cm
mcp1k	349835	ISO	vertex ADVERSE 0.05->5.44cm
mcp1k	353223	ISO	numu09 0->1
mcp1k	386332	control	numu09 0->1
mcp1k	388224	control	vertex ADVERSE 0.47->2.61cm
mcp1k	390864	ISO	vertex toward 93.19->0.13cm
mcp1k	391260	ISO	numu09 1->0; vertex ADVERSE 0.19->92.89cm
mcp1k	394642	ISO	vertex ADVERSE 0.17->2.94cm
mcp1k	399856	ISO	vertex ADVERSE 0.00->61.16cm
mcp1k	400504	ISO	numu09 1->0; vertex ADVERSE 0.00->2.59cm
mcp1k	401780	ISO	numu09 0->1; vertex toward 63.62->8.86cm
mcp1k	406796	control	vertex ADVERSE 0.62->2.77cm
mcp1k	411460	control	vertex ADVERSE 2.71->12.27cm
mcp1k	486687	ISO	vertex ADVERSE 0.06->1.73cm
mcp1k	487853	ISO	vertex toward 5.69->0.50cm
mcp2k	47278	control	vertex ADVERSE 0.21->27.48cm
mcp2k	51219	ISO	vertex ADVERSE 0.85->8.08cm
mcp2k	51546	ISO	numu09 0->1; vertex ADVERSE 0.00->3.69cm
mcp2k	57709	ISO	vertex toward 3.36->0.35cm
mcp2k	57742	ISO	vertex ADVERSE 0.31->2.45cm
mcp2k	58072	ISO	vertex ADVERSE 0.20->5.54cm
mcp2k	66872	ISO	numu09 1->0; vertex ADVERSE 5.12->17.05cm
mcp2k	68748	ISO	vertex ADVERSE 0.00->4.51cm
mcp2k	69314	ISO	vertex ADVERSE 0.97->4.27cm
mcp2k	70472	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 16:4 0->1; vertex ADVERSE 3.82->infcm
mcp2k	70766	control	vertex ADVERSE 0.00->106.83cm
mcp2k	71872	ISO	vertex ADVERSE 0.47->1.91cm
mcp2k	73336	ISO	vertex ADVERSE 0.63->2.24cm
mcp2k	73538	ISO	numu09 0->1
mcp2k	73688	ISO	numu09 1->0; vertex toward 57.61->55.93cm
mcp2k	75040	control	vertex ADVERSE 0.10->1.37cm
mcp2k	75729	control	numu09 1->0
mcp2k	75954	ISO	nue7 1->0
