arm	event	block	npts	ngood	length	has_left	f_low	nbins	k	shape	contrast	qneg	holes
base	039252_5	860	95	95	62.0649	0	0.0105	8	1.2397	0.1590	1.4056	1	0
base	039252_5	870	778	773	496.0461	0	0.1294	8	0.4943	0.6354	3.0980	79	11
base	039252_5	1210	235	217	151.2161	1	0.7051	7	0.2822	0.8697	8.1166	149	4
base	039252_5	1290	706	689	466.4343	1	0.0624	8	1.1710	0.0694	1.9361	35	4
base	039252_6	300	373	371	245.2749	1	0.0054	8	0.9478	0.1436	1.0873	2	0
base	039252_6	400	255	242	162.2684	1	0.0041	7	0.9126	0.1620	1.3740	4	1
base	039252_6	900	99	99	62.5265	0	0.0707	8	0.8796	0.2916	1.4271	5	1
base	039252_6	940	164	164	102.5618	0	0.0000	8	1.2485	0.0732	0.9721	0	0
base	039252_6	970	186	180	117.8435	1	0.0222	7	0.8568	0.4552	0.1520	5	1
base	039252_6	1000	108	108	69.6735	0	0.0093	8	0.8597	0.1787	0.5516	1	0
base	039252_6	1100	38	38	23.3527	0	0.0526	6	1.4724	0.3725	5.0561	0	0
base	039252_7	270	682	682	440.3086	0	0.0367	9	0.7557	0.4968	0.7241	17	2
base	039252_7	280	69	69	42.4502	0	0.1014	7	0.5795	0.2942	1.1950	4	1
base	039252_7	290	214	214	138.6770	0	0.0327	8	0.9151	0.1537	1.0028	1	0
base	039252_7	330	153	151	95.8155	0	0.1325	8	0.4793	0.3873	0.5258	13	2
base	039252_7	710	414	414	260.8931	0	0.0266	8	0.6234	0.5369	0.2628	7	1
base	039252_7	920	506	506	321.1271	0	0.0020	8	1.1001	0.0938	3.2682	1	0
base	039252_7	960	139	139	85.6892	0	0.0072	8	1.1289	0.1056	2.6001	1	0
base	039252_8	380	285	277	182.8252	1	0.0217	8	1.0368	0.5299	0.1888	4	1
base	039252_8	840	678	678	439.0700	0	0.0442	8	0.7342	0.6140	10.5702	20	3
base	039252_8	930	534	531	346.2702	1	0.0075	8	0.9427	0.3120	0.5559	2	0
base	039252_8	960	265	259	168.7057	1	0.0039	8	1.1129	0.0877	1.8450	5	0
base	039252_8	1050	196	190	128.6877	0	0.3263	7	0.1230	1.1607	5.8152	54	3
base	039252_8	1100	163	163	104.7691	0	0.0552	8	0.8778	0.3062	0.5906	2	0
base	039252_8	1200	673	673	443.0313	0	0.0312	7	0.9999	0.5227	0.4766	12	2
base	039252_9	490	72	49	45.7660	1	0.0000	7	1.0835	0.2971	1.4103	0	0
base	039252_9	510	35	35	20.4676	0	0.0286	5	1.0593	0.0607	nan	1	0
base	039252_9	740	381	381	247.7839	0	0.0052	8	1.1731	0.0354	2.3968	1	0
base	039252_9	880	141	141	88.2189	0	0.0213	9	1.0454	0.0872	2.2754	2	0
base	039252_9	950	205	188	127.9933	1	0.0053	8	0.9326	0.1597	1.4581	7	1
base	039252_9	1030	159	154	108.7245	1	0.0974	8	0.8434	0.1540	0.5871	6	0
base	039253_0	350	67	66	41.2817	0	0.1364	8	0.6664	0.5475	nan	8	1
base	039253_0	390	125	125	80.1323	0	0.0160	8	1.1496	0.1189	2.6168	0	0
base	039253_0	430	294	286	247.5114	0	0.0420	3	0.3553	0.3781	nan	14	1
base	039253_0	900	593	593	388.3027	0	0.0034	7	1.0715	0.1419	2.6354	2	0
base	039253_0	1040	142	139	92.1655	1	0.0072	8	1.1295	0.0577	1.6024	0	0
base	039253_0	1130	43	29	27.0011	1	0.0000	4	1.1273	0.0278	nan	0	0
base	039253_1	310	345	344	221.0774	0	0.0349	8	1.1758	0.0393	1.6855	7	1
base	039253_1	750	101	101	63.4030	0	0.0000	8	1.1702	0.0518	2.4087	0	0
base	039253_1	1010	156	151	98.2436	0	0.0331	7	1.7305	0.4186	nan	9	1
base	039253_1	1070	77	77	48.4107	0	0.0000	8	1.0612	0.0945	2.0139	0	0
base	039253_10	340	237	237	175.9860	0	0.0506	3	0.7266	0.4785	0.2928	11	2
base	039253_10	970	356	356	233.0607	0	0.0140	7	1.0471	0.2457	0.7374	5	1
base	039253_11	360	201	201	128.9496	0	0.0149	8	0.8459	0.1386	0.3623	2	0
base	039253_11	1130	462	453	291.2011	1	0.0044	8	1.1442	0.0743	1.8216	0	0
base	039253_11	1170	183	163	115.8923	1	0.0061	8	0.9973	0.0980	1.4528	0	0
base	039253_11	1180	76	66	47.9900	1	0.0000	8	1.0235	0.1093	1.5708	0	0
base	039253_12	350	328	312	211.6273	1	0.0128	7	1.0824	0.0510	1.8393	5	0
base	039253_12	390	123	123	98.2091	0	0.1463	6	0.4309	0.7647	0.4318	11	2
base	039253_12	920	173	157	109.7763	1	0.0064	8	1.1036	0.0694	1.7856	4	1
base	039253_12	960	59	59	37.9201	0	0.0000	7	1.0919	0.0460	1.6873	0	0
base	039253_12	980	222	222	144.2031	0	0.0045	7	0.7192	0.3527	1.2133	0	0
base	039253_13	320	108	104	67.6829	1	0.0385	8	0.8196	0.2362	2.3643	4	0
base	039253_13	690	91	83	56.4952	0	1.0000	7	0.0772	0.3444	2.2392	90	2
base	039253_13	740	302	300	190.6412	0	0.0300	8	1.2034	0.0660	2.3350	8	1
base	039253_13	750	215	196	138.3472	1	0.0204	8	1.0020	0.0799	1.4229	9	2
base	039253_13	1010	929	928	616.9457	0	0.0140	8	1.1306	0.0244	2.2992	12	2
base	039253_13	1020	359	359	240.8867	0	0.0195	8	1.1624	0.0464	1.7609	4	1
base	039253_14	430	463	463	303.4385	0	0.0086	7	0.9320	0.1353	0.6416	2	0
base	039253_14	450	420	412	269.1810	1	0.0049	8	1.0530	0.1516	1.4919	7	1
base	039253_14	830	259	228	160.5608	0	0.5044	7	0.1250	1.3447	0.1301	135	3
base	039253_14	940	25	6	16.1137	1	0.6667	0	nan	nan	nan	11	2
base	039253_14	1150	584	584	370.7834	0	0.0000	8	1.1426	0.0602	2.5271	0	0
base	039253_14	1210	199	173	125.3255	0	0.7746	7	0.1523	0.6870	3.0625	140	7
base	039253_14	1300	124	124	80.6428	0	0.0000	8	0.9886	0.3368	3.2405	0	0
base	039253_15	230	474	474	306.5049	0	0.0127	7	0.8986	0.2516	0.5658	4	0
base	039253_15	290	503	503	318.4293	0	0.0159	7	0.9936	0.1642	2.7615	7	1
base	039253_15	410	183	158	120.5316	1	0.0316	8	1.0830	0.0545	2.1240	11	2
base	039253_15	770	274	274	176.0037	0	0.0146	8	1.1283	0.0493	1.5679	3	1
base	039253_15	800	130	130	84.7970	0	0.0308	8	0.9358	0.1811	nan	0	0
base	039253_15	880	433	433	276.5995	0	0.0000	8	1.1081	0.0742	2.4725	0	0
base	039253_15	970	162	162	104.0503	0	0.0000	7	1.0921	0.0376	2.5135	0	0
base	039253_16	1070	417	417	263.2043	0	0.0096	8	1.0741	0.0449	1.3240	3	0
base	039253_16	1110	165	165	109.2743	0	0.0061	7	0.9810	0.1014	1.4787	0	0
base	039253_16	1160	202	181	132.3678	1	0.0000	9	0.9079	0.3341	1.3795	2	0
base	039253_16	1190	308	308	197.9200	0	0.0000	8	0.9079	0.2049	1.3279	0	0
base	039253_17	480	409	409	260.7050	0	0.0147	8	1.0741	0.0555	2.3323	3	0
base	039253_17	760	119	119	77.2919	0	0.0336	7	0.9199	0.7823	0.5928	3	1
base	039253_17	880	245	204	157.8331	1	0.0196	8	0.9599	0.1285	0.9083	4	1
base	039253_17	980	138	114	86.6021	0	0.8860	7	0.1180	0.7792	3.9905	108	5
base	039253_17	1070	387	387	250.5309	0	0.0052	8	0.7259	0.4335	0.3214	0	0
base	039253_17	1100	140	133	88.7719	1	0.0000	8	1.1745	0.0390	1.8018	0	0
base	039253_2	130	379	379	245.2801	0	0.0185	8	0.9817	0.1980	0.3266	6	1
base	039253_2	320	49	36	31.2371	1	0.0000	6	1.0175	0.2343	2.8450	1	0
base	039253_2	740	219	219	140.7590	0	0.5890	8	0.1185	1.1492	0.1026	97	5
base	039253_2	860	324	320	229.5792	0	0.6969	8	0.0642	1.0411	0.1702	185	11
base	039253_2	920	402	398	255.2270	1	0.0050	9	1.0334	0.1595	2.1483	2	0
base	039253_2	1020	580	580	374.1969	0	0.0017	8	1.2010	0.0432	2.2990	0	0
base	039253_2	1210	124	112	78.2930	1	0.0000	8	1.0759	0.1095	1.9517	2	0
base	039253_3	320	78	78	48.9763	0	0.0641	8	0.7468	0.2393	0.4164	2	0
base	039253_3	590	295	294	196.1367	1	0.0136	8	1.1416	0.0546	1.3686	3	1
base	039253_3	610	320	300	204.0115	1	0.0033	8	1.1050	0.0685	1.7436	1	0
base	039253_3	670	269	246	172.2557	1	0.0000	8	1.0864	0.0826	2.3373	0	0
base	039253_3	780	150	143	98.9525	1	0.0490	8	0.9920	0.3264	2.5150	7	1
base	039253_4	440	21	21	13.5891	0	0.1905	4	0.7387	0.3360	nan	0	0
base	039253_4	770	54	54	32.7042	0	0.0185	7	1.1854	0.0993	2.8562	1	0
base	039253_4	780	325	325	206.1479	0	0.0000	8	1.0139	0.1532	2.9969	0	0
base	039253_5	320	215	206	136.2040	1	0.0000	8	1.1398	0.0600	1.8627	0	0
base	039253_5	530	174	174	147.4704	0	0.0977	7	0.6529	0.4710	0.1465	10	1
base	039253_5	1130	47	47	32.4683	0	0.0851	6	1.0857	0.3168	nan	4	1
base	039253_6	350	99	99	62.1010	0	0.1414	7	0.7912	0.1827	0.5981	10	1
base	039253_6	380	380	380	252.9748	0	0.0316	8	0.8341	0.1978	0.3793	10	1
base	039253_6	400	220	220	143.4616	0	0.0045	7	0.9603	0.0680	3.5232	1	0
base	039253_6	440	123	123	82.8295	0	0.0407	8	1.1253	0.0850	2.1805	4	0
base	039253_6	800	118	117	75.5752	0	0.1709	7	0.5136	0.6240	0.1609	10	2
base	039253_6	830	124	116	80.2786	1	0.0000	8	1.0087	0.0777	1.9030	4	1
base	039253_6	1020	300	300	197.3655	0	0.0400	8	0.9112	0.4532	0.7221	3	0
base	039253_6	1050	118	109	76.5317	0	0.0826	7	0.7494	0.2147	0.4629	15	1
base	039253_6	1190	21	21	12.2586	0	0.0000	4	1.3791	0.0820	nan	0	0
base	039253_6	1220	109	84	71.3551	1	0.0000	8	0.8404	0.1852	1.9043	5	1
base	039253_6	1240	767	750	500.2608	1	0.0187	8	1.1106	0.0551	1.6798	11	2
base	039253_7	890	244	244	154.3126	0	0.0369	8	0.6973	0.9114	0.1352	8	1
base	039253_8	270	46	45	29.5454	1	0.0444	6	0.6624	0.0890	1.2224	0	0
base	039253_8	280	304	297	195.5459	1	0.0000	8	1.1130	0.0648	1.4895	0	0
base	039253_8	420	373	373	233.8723	0	0.0563	8	0.5506	0.2901	0.3031	10	1
base	039253_8	580	114	102	69.8567	0	0.3431	8	0.2573	1.3132	0.3043	37	3
base	039253_8	680	48	37	28.9123	1	0.0000	6	0.8493	0.2670	2.2780	1	0
base	039253_8	690	136	136	87.6816	0	0.0441	9	1.0057	0.1643	2.8092	6	1
base	039253_8	790	87	82	54.8011	1	0.0732	7	0.8319	0.1608	1.5909	4	0
base	039253_8	830	480	480	311.0920	0	0.0063	8	0.9074	0.1504	0.5116	0	0
base	039253_8	940	163	156	107.9847	1	0.0192	8	1.0420	0.0838	1.7772	3	0
base	039253_9	360	254	252	164.8617	1	0.0040	8	1.1187	0.3054	0.8980	0	0
base	039253_9	1020	502	502	319.7543	0	0.0120	8	1.0881	0.1477	1.8510	4	1
base	039253_9	1060	138	123	86.8750	1	0.0163	8	1.1339	0.1017	0.9497	1	0
base	039253_9	1200	891	882	588.4183	1	0.0181	8	1.1263	0.0703	1.8073	7	2
base	039349_0	650	427	427	275.7521	0	0.0000	8	0.9084	0.1526	0.5435	0	0
base	039349_1	610	120	117	82.8773	1	0.0342	8	1.0518	0.3158	0.8185	1	0
base	039349_1	620	278	278	180.6429	0	0.0000	8	1.0064	0.2127	3.0306	0	0
base	039349_1	720	262	262	169.9633	0	0.0878	8	1.0036	0.2286	0.9789	13	2
base	039349_10	660	250	250	163.0940	0	0.0240	8	0.9441	0.4592	0.2791	3	0
base	039349_11	190	78	76	50.1576	1	0.0000	8	1.0618	0.0785	0.9007	0	0
base	039349_11	270	535	535	344.3424	0	0.0056	7	1.1121	0.0849	0.9993	1	0
base	039349_11	520	150	143	91.9254	1	0.0490	7	1.0369	0.0633	1.6401	8	1
base	039349_12	230	348	348	221.9482	0	0.0029	7	0.8536	0.2212	0.7058	1	0
base	039349_12	280	448	444	288.5985	0	0.1914	8	0.7297	0.2395	0.6391	56	7
base	039349_12	310	41	41	25.9408	0	0.0000	7	0.6789	0.4593	0.5635	0	0
base	039349_12	520	121	113	74.5039	1	0.0000	8	1.2179	0.1022	1.7924	1	0
base	039349_12	590	72	72	45.0278	0	0.0000	8	0.9081	0.0794	1.1864	0	0
base	039349_13	260	478	478	308.1573	0	0.0084	8	1.0758	0.0416	1.9985	3	0
base	039349_13	570	34	34	20.0435	0	0.0588	5	0.6379	0.3735	nan	2	0
base	039349_13	610	139	139	89.6364	0	0.0216	8	0.9835	0.0984	2.5922	0	0
base	039349_14	230	83	83	53.8504	0	0.0241	7	0.9998	0.1613	0.4345	1	0
base	039349_14	240	113	113	73.6592	0	0.0177	8	0.9787	0.1041	0.7549	1	0
base	039349_14	480	157	157	97.6937	0	0.0127	8	0.9038	0.1521	0.9690	0	0
base	039349_15	530	368	368	242.4615	0	0.0082	8	0.8602	0.1703	1.1631	2	0
base	039349_16	540	293	285	182.0842	0	0.6561	8	0.0754	0.4988	0.7284	174	6
base	039349_17	240	110	110	70.3407	0	0.0000	8	1.1501	0.0946	2.2786	0	0
base	039349_17	530	198	198	123.5637	0	0.0556	9	0.7348	0.5328	0.6108	5	0
base	039349_17	540	128	128	81.6713	0	0.0000	8	1.1943	0.0785	2.0857	0	0
base	039349_18	100	166	166	106.1960	0	0.0241	7	1.0544	0.0915	2.4848	3	1
base	039349_18	160	137	137	88.9594	0	0.0073	7	0.9274	0.2821	0.9757	0	0
base	039349_18	210	187	184	118.6680	1	0.0109	7	0.8962	0.1580	0.5914	1	0
base	039349_18	340	141	134	91.8438	1	0.0522	8	1.0517	0.1580	2.3290	3	1
base	039349_18	380	443	441	285.3819	0	0.0159	8	0.7073	0.6614	0.5113	5	1
base	039349_18	400	212	201	137.9064	1	0.0000	8	1.1217	0.0774	2.4435	3	0
base	039349_18	410	388	388	254.0905	0	0.0206	9	1.1055	0.0481	2.5522	6	2
base	039349_18	470	91	91	56.6682	0	0.0000	9	1.0741	0.1548	1.9506	0	0
base	039349_18	480	174	174	108.8823	0	0.0000	8	1.2166	0.0598	1.9833	0	0
base	039349_18	530	112	103	133.3291	1	0.5534	7	0.1653	1.0465	3.4778	57	4
base	039349_19	231	136	135	88.1289	1	0.0296	8	0.8952	0.1166	1.2532	3	1
base	039349_2	130	70	66	45.0005	0	0.1061	8	0.6613	0.1556	0.5483	9	1
base	039349_2	590	214	198	136.0181	1	0.0000	8	1.2447	0.4136	1.2897	0	0
base	039349_20	280	519	514	336.1177	1	0.0097	8	1.1412	0.0720	1.6250	3	0
base	039349_20	370	59	59	36.8637	0	0.0000	7	0.8633	0.1327	0.5033	0	0
base	039349_20	760	318	318	204.3134	0	0.0000	7	1.2328	0.0480	3.2434	0	0
base	039349_20	780	292	292	185.6871	0	0.0000	9	1.1611	0.2227	3.0647	0	0
base	039349_20	810	170	170	110.2461	0	0.0118	9	0.9030	0.4795	0.8113	0	0
base	039349_20	850	60	60	37.5298	0	0.0000	7	1.2829	0.1602	3.0076	0	0
base	039349_21	530	295	278	191.0288	1	0.0000	8	1.0919	0.0737	1.3279	9	2
base	039349_21	540	665	665	421.4942	0	0.0030	8	0.9877	0.0897	0.4903	0	0
base	039349_21	680	157	128	106.9753	1	0.0781	8	1.1210	0.1875	2.4147	19	3
base	039349_22	200	108	100	71.1600	1	0.0000	8	1.0033	0.1064	2.9456	3	1
base	039349_22	400	317	307	214.2935	1	0.0358	8	0.7945	0.2845	1.3032	8	1
base	039349_22	410	254	254	166.4011	0	0.0000	8	1.2321	0.0363	1.6232	0	0
base	039349_22	590	89	89	55.8495	0	0.0000	8	1.1180	0.0841	1.4635	0	0
base	039349_22	650	656	640	432.5478	1	0.0250	7	1.1153	0.0721	0.7478	11	1
base	039349_22	660	716	716	470.7106	0	0.0126	8	1.1958	0.0670	1.9103	5	1
base	039349_23	350	236	236	154.9283	0	0.0085	8	1.1332	0.1419	1.6899	1	0
base	039349_23	440	133	133	81.6154	0	0.0000	8	0.9205	0.1587	0.7619	0	0
base	039349_23	550	201	201	130.6208	0	0.0000	8	0.9718	0.2517	0.7317	0	0
base	039349_23	560	261	241	169.4134	1	0.0083	8	1.0638	0.0347	2.2122	0	0
base	039349_24	200	454	454	294.8077	0	0.0066	8	1.1382	0.0573	1.9265	2	0
base	039349_24	220	49	49	57.5424	0	0.4490	6	0.2649	0.3752	nan	12	1
base	039349_24	880	679	679	450.8807	0	0.0206	8	0.9937	0.2052	2.1446	9	1
base	039349_25	450	356	355	227.7377	0	0.1099	8	0.6694	0.2138	1.6908	20	2
base	039349_25	490	26	25	25.2845	0	0.7600	3	0.1723	1.0684	0.3834	17	2
base	039349_25	720	773	773	507.9808	0	0.0168	9	1.1446	0.1103	1.9838	8	1
base	039349_25	730	356	356	236.9729	0	0.0534	8	0.8223	0.1994	1.0056	15	2
base	039349_26	370	171	169	112.7854	0	0.0296	8	0.9242	0.2571	0.7225	7	1
base	039349_26	410	53	40	36.5864	1	0.0750	5	1.1844	0.0711	nan	5	0
base	039349_26	420	163	114	104.1023	0	0.9211	6	0.0587	0.6943	nan	147	4
base	039349_27	110	41	41	26.6056	0	0.0976	6	0.7829	0.3714	0.3049	3	1
base	039349_27	450	112	109	73.4296	1	0.0459	8	0.8318	0.7679	1.6063	4	1
base	039349_27	650	490	466	316.7967	1	0.0258	8	1.1156	0.1001	2.6296	5	1
base	039349_27	680	122	122	81.3791	0	0.0082	9	0.8727	0.5230	0.6059	0	0
base	039349_28	130	265	265	171.7895	0	0.0075	8	0.8992	0.2203	0.9740	1	0
base	039349_28	380	40	40	24.8953	0	0.0000	5	1.1969	0.0452	1.8364	0	0
base	039349_29	400	295	295	187.6859	0	0.0000	8	0.8429	0.3809	0.9298	0	0
base	039349_29	420	458	458	296.1945	0	0.0087	8	1.1783	0.1762	1.0881	2	0
base	039349_29	480	349	343	223.3062	1	0.0058	8	1.0341	0.0632	1.4670	1	0
base	039349_29	540	340	335	217.4431	1	0.0478	8	0.9442	0.3314	3.4826	12	2
base	039349_3	470	39	29	24.0579	1	0.0000	4	1.0956	0.0240	nan	0	0
base	039349_3	500	114	114	70.4534	0	0.0088	7	1.0219	0.2890	0.4660	0	0
base	039349_3	600	102	102	72.4414	0	0.0588	7	0.8060	0.3063	1.1242	4	1
base	039349_30	280	82	82	51.5947	0	0.0366	8	0.8323	0.2049	1.1058	3	0
base	039349_30	540	57	38	38.5577	1	0.7105	6	0.2245	0.8257	8.0234	28	3
base	039349_31	300	209	209	135.1332	0	0.0000	8	1.1477	0.0462	2.3578	0	0
base	039349_31	480	80	77	50.4041	1	0.0130	8	1.1420	0.0224	1.8051	2	0
base	039349_31	541	119	79	77.7972	1	0.0000	7	0.9701	0.3026	1.7853	7	1
base	039349_32	530	199	199	125.5841	0	0.0553	8	0.7981	0.2209	0.5240	7	0
base	039349_32	560	312	312	201.4433	0	0.0160	8	1.0019	0.2397	1.0752	0	0
base	039349_32	630	291	291	188.7637	0	0.0000	8	1.1239	0.1051	1.8360	0	0
base	039349_32	680	263	262	179.1977	1	0.0229	7	1.1900	0.1649	1.6737	5	1
base	039349_33	151	703	695	456.6619	1	0.0115	8	1.0240	0.0462	0.9626	10	1
base	039349_33	230	292	291	186.8071	0	0.0206	8	0.8950	0.3590	0.9647	4	1
base	039349_33	540	84	83	52.1960	0	0.0964	8	0.5641	0.4136	1.2135	3	0
base	039349_33	670	494	489	321.7266	1	0.0143	7	1.0435	0.0615	1.0984	5	1
base	039349_34	410	115	115	74.8833	0	0.0087	8	1.1705	0.0299	2.8957	0	0
base	039349_34	460	50	50	29.5113	0	0.0400	6	1.3142	0.1655	1.1253	1	0
base	039349_34	540	75	74	47.6849	0	0.4459	8	0.5214	0.3703	2.5166	16	2
base	039349_34	640	498	481	338.5018	1	0.0208	8	1.0728	0.2981	1.9494	9	1
base	039349_35	270	157	157	102.6493	0	0.0255	8	0.8860	0.2471	1.0832	4	1
base	039349_35	670	343	334	220.5245	1	0.0030	8	1.0728	0.0494	1.8245	3	0
base	039349_36	240	506	506	324.3049	0	0.0356	8	0.9739	0.1686	1.4200	12	3
base	039349_36	490	98	84	63.6470	1	0.1071	8	0.9985	0.3325	1.9961	5	1
base	039349_36	500	405	405	265.1716	0	0.0272	8	0.7497	0.2318	0.6597	6	1
base	039349_36	530	213	213	132.5416	0	0.0329	8	1.1470	0.1244	1.2235	6	1
base	039349_36	590	273	273	177.0360	0	0.0147	8	0.8394	0.2121	0.5782	3	0
base	039349_36	630	350	350	227.5099	0	0.0000	8	1.1288	0.0478	2.6839	0	0
base	039349_36	680	520	512	336.3245	1	0.0039	8	1.1945	0.0561	0.2241	2	0
base	039349_36	700	145	145	93.0282	0	0.0000	8	0.9640	0.0883	1.7603	0	0
base	039349_37	510	34	34	20.7819	0	0.8235	5	0.0698	0.9770	nan	24	2
base	039349_37	560	75	68	45.9972	1	0.5000	7	0.1484	1.6618	2.8606	34	2
base	039349_37	690	953	951	629.1015	1	0.0231	8	1.1035	0.0424	1.5190	15	2
base	039349_38	310	38	38	24.4974	0	0.0000	5	0.8474	0.2885	1.0612	0	0
base	039349_38	350	372	372	236.2103	0	0.0054	8	0.9695	0.1452	2.3759	1	0
base	039349_38	630	245	245	157.5129	0	0.1959	8	0.4627	0.3219	1.0190	31	4
base	039349_38	670	149	149	95.7873	0	0.0201	8	0.8950	0.4437	0.9867	0	0
base	039349_39	460	370	369	240.6029	0	0.0081	7	1.0426	0.0475	2.2708	4	1
base	039349_39	560	215	215	136.7316	0	0.0140	8	0.8604	0.3093	1.2091	2	0
base	039349_4	760	374	339	255.3894	1	0.0413	8	1.0974	0.3192	0.6863	11	1
base	039349_40	620	714	714	475.9880	0	0.0098	8	0.8052	0.1962	0.9748	6	1
base	039349_41	580	256	241	162.9028	1	0.0041	8	1.0952	0.1100	1.9882	1	0
base	039349_42	490	188	173	146.4506	0	0.1040	2	0.4266	0.6931	1.5166	24	2
base	039349_42	560	305	279	197.9066	1	0.0000	8	1.0972	0.0558	1.9072	6	1
base	039349_43	430	39	39	25.5067	0	0.0000	6	0.9211	0.0511	2.2134	0	0
base	039349_43	480	36	31	23.1116	1	0.0000	5	1.1509	0.0403	nan	1	0
base	039349_43	520	160	130	104.3969	1	0.0000	8	1.0674	0.0304	2.0559	5	1
base	039349_43	610	39	24	33.5821	0	0.3750	3	0.3076	0.2324	2.6050	19	1
base	039349_44	200	89	89	57.8329	0	0.0112	8	0.8470	0.1876	0.7702	1	0
