arm	event	block	npts	ngood	length	has_left	f_low	nbins	k	shape	contrast	qneg	holes
base	028084_26	320	484	482	305.0170	0	0.1286	8	0.7162	0.3267	0.2502	41	1
base	028084_26	410	235	232	148.5449	1	0.0991	8	0.9924	0.1354	2.7995	10	1
base	028084_26	940	431	431	273.8772	0	0.0093	8	1.0014	0.0594	2.5426	2	0
base	028084_26	1090	75	75	46.8782	0	0.0000	8	1.1784	0.1124	2.3450	0	0
base	028084_26	1150	348	348	226.5424	0	0.0000	9	1.0673	0.0686	2.8621	0	0
base	028084_26	1180	54	50	37.2790	0	0.8400	7	0.0415	1.5292	0.6880	45	1
base	028084_27	260	206	202	130.8966	0	0.5693	8	0.2008	0.9070	0.8915	94	9
base	028084_27	330	143	142	90.6900	0	0.1972	8	0.5561	1.0043	0.6459	18	1
base	028084_27	460	88	77	58.7335	0	0.0909	8	0.6765	0.8426	1.2212	17	1
base	028084_27	570	203	202	133.4462	0	0.3218	8	0.2556	0.5523	0.1101	46	2
base	028084_27	930	342	342	218.7480	0	0.0000	7	0.9756	0.2838	1.0416	0	0
base	028084_27	1040	521	520	332.0013	0	0.0231	8	0.8231	0.2041	0.3454	9	1
base	028084_27	1070	162	162	105.5272	0	0.0556	8	1.1065	0.1417	0.4051	3	0
base	028084_27	1110	42	42	54.1549	0	0.8810	4	0.1944	0.7314	nan	33	3
base	028084_28	1060	172	156	107.8823	0	0.0577	8	0.6908	0.2052	0.6927	25	1
base	028084_28	1100	496	496	316.9439	0	0.0000	8	1.1305	0.0535	3.0673	0	0
base	028084_28	1310	917	909	594.8218	1	0.0033	8	1.1759	0.0964	0.5988	2	0
base	028084_29	380	18	18	12.2039	0	0.2778	4	0.3112	0.2156	nan	0	0
base	028084_29	440	318	318	213.6363	0	0.2327	7	0.5302	0.5375	0.2582	38	6
base	028084_29	1011	82	82	54.3255	0	0.0122	8	0.7789	0.3576	0.6254	0	0
base	028084_29	1150	148	148	94.5487	0	0.1014	8	0.8063	0.5874	0.1701	11	2
base	028084_3	220	330	264	205.5217	1	0.5265	8	0.3295	0.5269	2.9641	171	9
base	028084_3	230	72	63	45.3870	1	0.2698	7	0.8703	0.7077	5.9423	18	1
base	028084_3	270	287	283	183.7033	1	0.1272	8	0.4079	0.5845	0.8641	25	2
base	028084_3	490	47	45	71.1139	0	0.2667	3	0.2837	0.7700	nan	10	2
base	028084_3	720	375	375	238.6511	0	0.0187	8	1.0369	0.3979	0.4726	6	1
base	028084_3	900	624	612	399.6133	1	0.0082	7	1.1685	0.0890	0.4039	4	1
base	028084_3	910	90	90	58.4490	0	0.2889	8	0.3693	0.9376	3.3625	22	1
base	028084_30	330	120	120	74.5458	0	0.2583	8	0.4211	0.4466	0.4727	23	3
base	028084_30	340	248	248	160.0643	0	0.1250	9	0.4112	0.7736	0.9731	19	2
base	028084_30	370	653	652	416.4261	0	0.0061	7	1.0480	0.0474	1.9703	4	1
base	028084_30	1070	19	9	46.5645	0	1.0000	1	nan	nan	nan	17	1
base	028084_4	410	359	359	226.2676	0	0.0000	8	0.9420	0.4134	2.8080	0	0
base	028084_4	530	298	241	186.4598	0	0.5104	6	0.1899	0.8068	11.1865	164	5
base	028084_4	1140	453	441	285.3311	1	0.0136	8	1.1176	0.0985	1.5577	4	1
base	028084_4	1190	430	408	271.9905	1	0.0123	8	1.1163	0.1036	1.7641	7	1
base	028084_6	500	15	15	61.6000	0	0.6000	1	nan	nan	nan	0	0
base	028084_6	970	372	348	233.2378	1	0.0000	8	1.0890	0.0502	1.4724	1	0
base	028084_6	1150	279	279	180.2660	0	0.0179	7	0.8597	0.1289	0.1653	3	0
base	028084_6	1170	131	131	80.4992	0	0.0611	8	1.0876	0.1287	2.6821	6	1
base	028084_7	210	12	8	7.4320	0	1.0000	0	nan	nan	nan	10	1
base	028084_7	360	214	211	134.8439	0	0.6445	8	0.2465	0.5575	2.4032	109	13
base	028084_7	450	456	456	293.8184	0	0.0000	8	1.1102	0.0590	2.4242	0	0
base	028084_7	560	605	605	382.6988	0	0.0033	8	1.0578	0.0675	2.7228	2	0
base	028084_7	610	186	179	118.6800	0	0.1061	8	1.1257	0.1016	2.2207	20	3
base	028084_7	1090	46	24	29.3418	0	0.9167	2	0.0881	0.6079	2.7508	41	1
base	028084_7	1240	725	699	464.1861	1	0.0129	8	1.1648	0.0395	1.9057	12	2
base	028084_8	360	780	780	492.2913	0	0.5064	8	0.1968	0.3232	1.6465	331	24
base	028084_8	390	15	14	89.6074	0	0.8571	0	nan	nan	nan	7	1
base	028084_8	460	177	138	126.1064	1	0.0000	8	1.0367	0.0578	2.1205	2	0
base	028084_8	1100	105	105	67.5047	0	0.0190	8	1.3655	0.1596	0.4912	2	0
base	028084_8	1200	502	500	338.9993	0	0.0180	5	0.6303	1.0761	0.2881	11	2
base	028084_9	270	53	53	34.1419	0	0.3396	6	0.3619	0.3948	1.1587	7	0
base	028084_9	370	44	36	155.0495	0	0.6944	1	nan	nan	nan	20	2
base	028084_9	500	526	526	356.5448	0	0.5095	8	0.2787	0.3487	1.3887	215	9
base	028084_9	520	128	128	80.0832	0	0.0234	7	0.8837	0.1391	0.9573	0	0
base	029107_0	490	48	38	114.2909	0	0.4737	4	0.3865	0.6147	2.7977	24	2
base	029107_0	500	270	270	172.4623	0	0.0333	8	1.1537	0.0820	0.1993	7	1
base	029107_0	560	28	28	52.5212	0	0.6786	3	0.2365	0.6538	0.3599	11	3
base	029107_0	590	69	68	45.1038	1	0.0000	8	1.0260	0.0736	0.8762	0	0
base	029107_0	1030	18	12	10.8242	0	0.6667	1	nan	nan	nan	12	1
base	029107_0	1270	75	60	47.4349	1	0.0000	7	0.9475	0.1383	1.7255	0	0
base	029107_1	320	228	228	135.3426	0	0.4912	8	0.4128	0.5702	2.5738	77	8
base	029107_1	420	45	45	132.0252	0	0.5111	2	0.5247	1.0005	nan	10	3
base	029107_1	820	268	268	172.6858	0	0.0075	8	0.9468	0.3101	0.5489	1	0
base	029107_1	850	203	190	128.9647	1	0.0526	8	0.5156	0.8515	0.8326	7	1
base	029107_10	370	267	267	168.0430	0	0.5243	8	0.2823	0.4905	0.5222	89	11
base	029107_10	440	562	561	354.8362	0	0.0232	9	0.6208	0.7464	0.3815	9	1
base	029107_10	500	172	170	110.7634	0	0.5059	8	0.4836	0.3353	0.6822	55	6
base	029107_10	800	58	58	36.3699	0	0.1379	7	0.4902	0.3374	0.5262	3	0
base	029107_11	180	84	82	52.9033	1	0.0488	7	1.3329	0.4784	2.9625	1	0
base	029107_11	220	124	118	77.1543	0	0.4492	8	0.3272	0.6170	0.2579	44	4
base	029107_11	330	282	279	180.3014	1	0.0323	8	1.0602	0.1337	1.8934	3	1
base	029107_11	740	36	27	21.8635	1	0.0370	5	0.8144	0.4480	nan	0	0
base	029107_11	860	707	707	456.1455	0	0.0028	7	1.2289	0.1032	0.2034	1	0
base	029107_11	900	416	416	266.4901	0	0.0000	8	1.1010	0.1308	1.4959	0	0
base	029107_12	210	279	279	180.0370	0	0.2294	8	0.2080	0.7619	1.3537	47	5
base	029107_12	330	116	109	74.4787	1	0.3486	7	0.2996	0.9025	4.5439	30	4
base	029107_12	480	120	118	74.3622	0	0.5847	8	0.2877	0.5664	0.6509	52	6
base	029107_12	950	229	229	143.1112	0	0.0044	8	1.1350	0.0646	3.2962	0	0
base	029107_12	1080	743	743	482.7486	0	0.0000	7	1.1066	0.0479	2.7739	0	0
base	029107_12	1290	641	640	416.6735	0	0.0125	8	1.1180	0.0801	2.7728	8	1
base	029107_13	520	169	169	109.8776	0	0.0059	8	0.8591	0.2863	0.9593	0	0
base	029107_13	970	367	367	232.3203	0	0.0000	8	0.8761	0.1590	1.0824	0	0
base	029107_13	1110	58	56	37.4241	1	0.0357	7	1.1649	0.4152	0.5735	2	0
base	029107_13	1140	159	159	101.7340	0	0.0000	7	0.9812	0.0944	1.8891	0	0
base	029107_14	450	195	191	122.3469	0	0.4764	7	0.0901	1.0035	0.9654	81	6
base	029107_14	890	163	163	102.6049	0	0.0000	8	1.0047	0.3104	0.7670	0	0
base	029107_15	170	314	312	199.2519	0	0.3205	8	0.2365	1.2065	1.1062	72	9
base	029107_15	400	198	196	126.5871	0	0.5102	8	0.3592	0.6515	0.2545	73	10
base	029107_15	570	77	77	47.8072	0	0.4935	9	0.2943	0.2502	1.4424	19	1
base	029107_15	1180	257	257	166.8096	0	0.0117	8	1.0636	0.0446	2.5772	1	0
base	029107_15	1420	171	159	110.0322	1	0.0126	8	1.1201	0.0661	2.3492	4	1
base	029107_16	790	67	67	41.5036	0	0.0746	8	0.5780	0.6414	1.0245	4	1
base	029107_16	1060	547	538	353.2459	1	0.0112	8	1.1852	0.1803	0.9924	7	1
base	029107_16	1080	348	348	224.7092	0	0.1207	8	0.4237	0.6999	0.8757	24	4
base	029107_18	240	91	91	58.9217	0	0.4176	8	0.3419	0.2552	3.9379	25	4
base	029107_18	310	407	402	253.9314	0	0.2114	8	0.4732	0.9962	nan	67	13
base	029107_18	340	152	149	95.6115	0	0.2685	8	0.4316	0.6301	nan	32	5
base	029107_18	440	764	724	491.2202	1	0.0539	7	0.2404	0.9366	9.0628	69	3
base	029107_18	541	34	17	45.2612	0	0.8824	2	0.1377	0.4880	nan	29	2
base	029107_18	590	255	254	157.4878	0	0.0866	8	0.5450	0.8968	0.1452	21	2
base	029107_18	790	469	463	298.7884	0	0.5486	8	0.1871	0.7071	0.7857	205	15
base	029107_18	1300	472	472	298.1156	0	0.0169	8	1.1221	0.0442	2.2383	7	1
base	029107_18	1460	414	394	263.9575	1	0.0000	7	1.0428	0.0349	1.6746	1	0
base	029107_19	300	370	341	236.7927	1	0.0440	8	0.8861	0.1244	1.3973	18	1
base	029107_19	950	977	977	629.8739	0	0.0164	7	1.0167	0.2972	2.5956	6	1
base	029107_19	1060	418	392	274.2265	1	0.0485	8	1.1635	0.1866	0.2058	15	3
base	029107_19	1110	176	175	120.7384	0	0.0229	5	0.9125	0.5057	0.3037	4	1
base	029107_19	1200	239	239	151.4221	0	0.0126	8	0.9066	0.5796	0.7820	3	1
base	029107_2	640	598	588	373.5227	0	0.5986	8	0.3413	0.6047	0.4887	255	32
base	029107_2	1170	10	5	49.6537	0	1.0000	1	nan	nan	nan	9	1
base	029107_20	170	31	31	18.4025	0	0.3548	5	0.2620	0.9009	nan	8	1
base	029107_20	480	87	86	231.8155	0	0.6512	2	0.1907	0.4587	1.0264	37	4
base	029107_20	570	170	169	105.5342	1	0.0000	8	1.1179	0.0986	1.8163	0	0
base	029107_20	1080	204	204	132.1446	0	0.0196	8	0.6539	0.6226	1.2298	2	0
base	029107_20	1390	444	444	280.1076	0	0.0023	8	1.0739	0.0897	0.4106	1	0
base	029107_20	1480	217	217	140.6290	0	0.0000	8	1.0213	0.0312	2.0381	0	0
base	029107_20	1510	890	888	571.4640	1	0.1273	8	0.7822	0.4236	2.4883	58	9
base	029107_21	410	166	166	104.1757	0	0.0723	8	1.0036	0.3551	0.6288	7	0
base	029107_21	430	669	669	430.2842	0	0.0837	6	0.6560	0.9392	0.3738	40	3
base	029107_21	470	35	35	22.8406	0	0.0000	6	0.8972	0.3201	3.8862	0	0
base	029107_21	510	116	91	249.3516	0	0.8462	3	0.1143	0.0979	nan	76	9
base	029107_21	530	65	65	40.8800	0	0.0462	7	0.8859	0.3105	0.3322	2	0
base	029107_21	640	90	90	52.6621	0	0.2889	8	0.3495	0.8713	0.5961	21	2
base	029107_21	650	426	426	269.2466	0	0.0164	8	0.8730	0.2303	3.9605	2	0
base	029107_21	710	300	273	197.8706	1	0.0000	8	1.0836	0.0679	1.7373	5	1
base	029107_22	400	304	292	188.7309	1	0.0000	8	1.1408	0.1060	1.9863	1	0
base	029107_22	460	86	86	55.2317	0	0.0116	8	1.1606	0.0859	2.8308	0	0
base	029107_22	1080	115	89	70.4616	1	0.0112	8	0.9968	0.2009	1.3255	5	1
base	029107_22	1230	412	412	265.9056	0	0.0000	8	1.0929	0.0681	2.3720	0	0
base	029107_23	350	161	156	100.5882	0	0.2564	8	0.3457	0.7929	0.6499	33	4
base	029107_23	410	143	143	90.3285	0	0.0070	8	1.1562	0.0501	2.6976	0	0
base	029107_23	550	64	53	39.9850	1	0.0755	7	0.9757	0.2351	1.9005	4	1
base	029107_23	1150	60	60	37.2141	0	0.0333	7	0.9933	0.0652	2.4030	1	0
base	029107_23	1160	165	165	104.4749	0	0.0364	8	0.7873	0.2463	0.5367	5	1
base	029107_23	1280	99	80	62.2120	1	0.0750	8	1.1827	0.1709	1.4552	5	1
base	029107_24	210	207	207	128.2375	0	0.5942	9	0.2204	0.4332	2.6207	67	6
base	029107_24	330	220	220	140.9040	0	0.0000	8	1.1359	0.0431	2.7249	0	0
base	029107_24	470	63	25	41.3142	1	0.0000	4	1.0271	0.1164	nan	0	0
base	029107_25	270	90	59	57.2640	0	0.9153	3	0.2365	0.3840	nan	70	3
base	029107_25	930	45	41	28.1708	0	0.7073	5	0.1314	0.5154	2.2039	29	2
base	029107_25	1090	155	155	99.1042	0	0.0000	8	1.1195	0.1433	2.4871	0	0
base	029107_25	1100	254	229	162.1936	1	0.0044	8	1.0498	0.0758	0.6946	8	1
base	029107_26	270	218	218	139.7425	0	0.3991	7	0.4836	0.6713	0.3335	61	8
base	029107_26	570	242	239	150.7490	0	0.5732	8	0.2885	0.8192	0.9947	91	12
base	029107_26	890	101	101	63.1437	0	0.0000	7	0.8030	0.2734	0.4785	0	0
base	029107_26	1110	368	368	232.4820	0	0.0000	8	1.2101	0.1022	2.3498	0	0
base	029107_27	380	277	277	176.9539	0	0.0072	8	0.8474	0.0628	0.3865	0	0
base	029107_27	390	78	77	49.6223	1	0.2597	7	0.5451	0.4939	2.9557	14	1
base	029107_27	990	89	89	55.8708	0	0.0000	7	1.4199	0.1205	1.9215	0	0
base	029107_28	300	29	26	18.1160	1	0.0000	4	1.7235	0.0501	nan	0	0
base	029107_28	540	82	75	51.3841	0	0.7733	8	0.1720	0.6372	1.9146	57	4
base	029107_28	1090	865	827	559.9070	1	0.0085	7	1.0921	0.0496	0.9197	4	1
base	029107_29	680	119	119	119.0447	0	0.0084	4	0.6545	0.3410	nan	0	0
base	029107_29	1190	93	93	56.1779	0	0.0645	9	1.2509	0.2854	4.1623	0	0
base	029107_3	230	164	164	105.0030	0	0.0610	8	0.7178	0.4182	0.8170	6	0
base	029107_3	860	261	261	166.9615	0	0.0996	8	0.7957	0.2726	1.3258	20	2
base	029107_3	920	128	110	80.9651	1	0.0000	8	1.1225	0.0551	1.7452	0	0
base	029107_3	990	141	140	89.1005	1	0.0571	8	0.9532	0.4349	0.6534	7	1
base	029107_3	1070	467	467	293.7394	0	0.0021	8	1.1974	0.0883	1.2092	1	0
base	029107_3	1110	497	492	319.1039	1	0.0427	8	1.0939	0.0974	1.9507	12	2
base	029107_4	580	306	306	192.8730	0	0.0000	8	1.0222	0.0504	2.0803	0	0
base	029107_4	690	112	106	74.5436	1	0.0000	8	1.1557	0.1542	1.4763	0	0
base	029107_4	720	85	85	53.8345	0	0.0000	8	1.7389	0.2335	1.6240	0	0
base	029107_4	1230	337	337	213.9530	0	0.0475	7	1.0404	0.0800	2.6684	10	1
base	029107_5	280	67	67	41.3337	0	0.4179	8	0.3617	0.4705	0.5129	16	2
base	029107_5	340	159	142	101.9129	0	0.3451	8	0.3006	0.5110	1.7457	48	4
base	029107_5	370	580	579	377.5887	0	0.0035	8	0.7685	0.2485	0.8442	2	0
base	029107_5	390	62	62	36.9562	0	0.7742	7	0.1817	0.6725	0.5670	37	4
base	029107_5	420	112	96	160.9388	0	0.6354	4	0.2966	0.4378	1.5814	45	4
base	029107_5	510	782	740	496.3809	0	0.1554	8	0.7292	0.7429	1.1176	126	8
base	029107_5	930	73	36	44.1492	1	0.9444	6	0.1243	0.4049	5.6985	35	2
base	029107_5	960	110	110	71.5105	0	0.0273	8	0.7586	0.2081	1.0803	3	1
base	029107_5	1070	10	10	28.5933	0	0.6000	1	nan	nan	0.4714	2	0
base	029107_5	1190	66	66	43.1004	0	0.0758	7	0.6826	0.4496	1.0451	4	1
base	029107_6	530	55	55	32.5661	0	0.0727	8	0.5403	0.4846	0.8529	3	0
base	029107_6	1220	119	119	73.6247	0	0.0168	8	1.0680	0.0826	2.6556	2	0
base	029107_7	320	457	457	313.2874	0	0.1138	8	1.0910	0.0447	2.3630	29	5
base	029107_7	400	163	153	101.5524	0	0.3922	8	0.2566	0.7177	5.6974	63	2
base	029107_7	450	82	82	51.1885	0	0.2195	8	0.3720	0.9120	0.1551	17	1
base	029107_7	470	532	532	349.4700	0	0.0320	8	0.9160	0.1693	1.5333	9	0
base	029107_7	850	301	301	196.0765	0	0.0066	8	0.9921	0.3403	0.8552	2	0
base	029107_8	390	30	30	18.8043	0	0.3667	4	0.3832	0.2808	nan	5	1
base	029107_8	1360	1030	1030	666.5566	0	0.0214	7	0.7140	0.2344	1.1874	12	0
base	029107_9	610	853	837	547.4026	0	0.1673	7	0.1563	0.7424	1.4190	102	6
base	029107_9	630	105	105	67.5967	0	0.7905	8	0.2081	0.5387	1.7432	65	2
base	029107_9	1090	370	370	234.7952	0	0.0081	8	1.1715	0.2706	1.2250	0	0
base	029107_9	1150	356	339	235.4976	1	0.0029	8	1.0857	0.0802	1.4391	6	1
arm	028084_0	910	102	100	62.4715	1	0.0000	8	0.9505	0.4084	0.7607	0	0
arm	028084_0	970	103	88	65.9873	1	0.0000	8	1.0694	0.0787	1.7858	0	0
arm	028084_0	1170	510	510	327.2291	0	0.0059	8	0.8673	0.2558	1.1128	0	0
arm	028084_1	330	656	655	409.6764	1	0.1344	8	0.7322	0.2457	2.4959	80	2
arm	028084_1	390	247	246	156.1973	0	0.3171	8	0.4690	0.2588	0.2717	52	7
arm	028084_1	480	56	54	35.5646	1	0.1481	7	0.7026	0.2359	0.6013	6	0
arm	028084_1	530	292	292	189.5656	0	0.4658	8	0.2022	0.4661	1.2364	85	9
arm	028084_1	600	132	131	85.7655	0	0.0305	8	0.8168	0.2278	0.0822	4	1
arm	028084_1	1420	316	314	203.9812	1	0.0000	7	1.1386	0.1630	0.8469	0	0
arm	028084_10	1090	870	870	566.4578	0	0.0092	8	1.0847	0.1583	2.9591	5	1
arm	028084_11	340	355	347	220.5005	0	0.2651	8	0.8729	0.3187	0.7934	77	6
arm	028084_11	590	279	277	176.4771	0	0.0144	8	1.0701	0.0559	2.6296	5	1
arm	028084_11	1100	233	233	149.8150	0	0.0000	8	1.2165	0.2012	3.7773	0	0
arm	028084_11	1300	110	110	70.9063	0	0.0000	8	1.0019	0.2664	0.9023	0	0
arm	028084_12	330	213	213	135.8316	0	0.1362	8	0.6165	0.2856	0.6356	8	0
arm	028084_12	370	100	100	62.5175	0	0.7600	9	0.1518	0.8186	0.3575	53	6
arm	028084_12	460	268	267	169.6024	1	0.0487	8	0.8324	0.3221	0.7951	2	0
arm	028084_12	760	454	454	283.8409	0	0.2731	8	0.8354	0.4867	0.5957	74	10
arm	028084_12	1010	678	654	439.7358	1	0.0015	7	1.1360	0.0643	0.6141	0	0
arm	028084_12	1170	149	149	92.4363	0	0.0000	8	1.0722	0.1010	2.6012	0	0
arm	028084_12	1310	59	58	51.8926	0	0.5517	6	0.3160	0.5185	7.1772	21	3
arm	028084_12	1320	684	664	439.0960	1	0.0060	7	1.1015	0.0643	1.8038	3	1
arm	028084_13	1190	49	49	29.5785	0	0.3469	6	0.2931	0.5693	0.1115	11	1
arm	028084_14	290	251	250	155.1025	0	0.3280	7	0.2272	0.8055	1.0002	72	4
arm	028084_15	240	87	87	53.9128	0	0.6782	8	0.2839	0.6337	0.5057	38	7
arm	028084_15	280	84	82	50.4863	0	0.2561	8	0.5671	0.7511	nan	15	4
arm	028084_15	310	56	52	33.1197	0	0.8846	7	0.1372	0.4536	0.9352	49	2
arm	028084_15	470	165	123	102.7867	1	0.3984	8	0.4038	0.4621	1.6944	53	5
