# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p98vonq record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx9_carried_p98vonq.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdhd	029107_12/108	both	agent	2	0.9715	507.5	0.1084	7.921	11.88	-1	1.632e+05	0	0	1	2	-597.4	22.11	130.4	368.4	3	1	1		1	
pdhd	029107_15/142	attached	agent	1	0.896	106.4	5.97	26.54	49.9	38.77	1.05e+06	2.617e+05	0.2492	0	2	47.81	76.47	498.8	411.5	3	1	1		1	
pdhd	029107_16/106	both	agent	1	1.028	372.8	5.559	30.06	32.81	88.75	7.073e+05	1.682e+05	0.2378	0	2	683.3	73.48	375.5	274.4	3	1	1		1	
pdhd	029107_19/95	both	agent	1	1.057	676.6	10.62	105.6	55.28	121.1	1.244e+06	8.846e+05	0.711	0	1	-885.6	147.6	44.66	261.7	-1	-1	0		0	ke_best 105.6
pdhd	029107_19/120	both	agent	1	0.5053	157.8	0.381	18.32	29.79	55	9.538e+05	9.342e+04	0.09794	0	1	941.2	116.4	147.9	425	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_22/46	both	agent	0	0.7842	55.39	0	0	16.67	-1	0	0	-1	0	0	870.7	-139.3	544.9	269.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_23/55	both	agent	1	1.013	31.21	10.07	25.64	33.33	40.6	7.286e+05	2.282e+05	0.3132	0	0	-300.4	-127.7	290.6	441	2	0	1		1	
pdhd	029107_25/89	attached	agent	1	0.9009	514.8	11.64	13.03	23.04	56.06	7.955e+05	1.79e+05	0.2251	0	0	-61.49	159.5	214.7	263.6	3	1	1		1	
pdhd	029107_25/123	both	agent	1	1.269	282.8	3.993	11.54	23.12	31.06	6.795e+05	1.147e+05	0.1687	0	2	321.3	-38.79	12.9	432	2	0	1		1	
pdhd	029107_3/111	both	agent	1	0.821	329.8	8.944	39.8	43.94	58.83	1.13e+06	3.431e+05	0.3037	0	2	751	93.23	177.7	313.9	3	1	1	both	1	
pdhd	029107_9/115	attached	agent	1	0.9311	238.1	9.726	24.32	57.3	50.88	1.305e+06	3.977e+05	0.3048	0	1	310.8	320.6	432.7	207	1	1	1		1	
pdhd	028084_11/130	attached	agent	0	0.3314	71.85	0	0	7.971	-1	0	0	-1	0	0	1863	247.7	532.5	332.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_12/101	both	agent	1	0.6701	449.6	5.4	26.27	35.64	60.89	7.252e+05	4.848e+04	0.06685	0	2	1179	132.7	262.7	359.3	3	1	1		1	
pdhd	028084_12/117	both	agent	1	0.6122	93.5	11.71	26.7	73.12	75.46	1.503e+06	1.023e+06	0.6804	0	0	695.7	66.14	510.7	134.2	1	1	1		1	
pdhd	028084_19/59	both	agent	1	0.7086	282.3	11.6	19.05	37.42	123.4	7.166e+05	2.309e+05	0.3223	0	0	1249	-279	368.4	350.7	2	0	1		1	
pdhd	028084_20/107	both	agent	0	0.8657	112.4	0.3185	8.729	37.4	-1	1.926e+05	0	0	0	1	-1328	101.5	504.7	101.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_20/116	attached	owner_review	1	0.6424	193.4	1.883	22.56	40.16	58.49	6.737e+05	1.089e+05	0.1616	0	3	1163	240.2	234.2	389.7	3	1	1		1	
pdhd	028084_21/132	attached	agent	0	0.2017	206.4	0	0	6.741	-1	0	0	-1	0	0	-325.3	54.58	501.2	192	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_22/57	both	agent	0	0.2028	259.3	0	0	50.42	-1	0	0	-1	0	0	321.9	-252	373.6	365.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_23/113	both	agent	0	1.018	88.14	0	0	23.44	-1	0	0	-1	0	0	-1555	19.54	535.4	127.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_24/49	attached	agent	1	1.759	267.2	15.21	41.51	71.47	130.7	1.18e+06	2.087e+05	0.1769	0	0	-778.4	-13.66	73.22	355.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_25/36	both	agent	2	0.8654	186.4	15.93	43.83	54.7	-1	1.236e+06	1.332e+05	0.1078	0	1	-49.83	-271.6	209.5	389.2	2	0	1		1	
pdhd	028084_25/84	both	agent	0	1.066	180.6	0	0	65.06	-1	0	0	-1	0	0	515.7	175.3	442.1	156.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_28/110	both	agent	1	1.834	326.3	18.59	44.43	48.1	88.29	1.899e+06	5.085e+05	0.2678	0	0	315.1	44.15	310.5	51.44	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_29/115	both	agent	0	0.321	96.19	0.2371	1.775	26.9	-1	3.912e+04	0	0	0	2	209.8	123.8	521.5	370.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_3/72	attached	owner_review	1	0.2429	230.5	21.6	61.08	106.2	25.19	3.34e+06	1.287e+05	0.03853	0	0	658.5	348.6	350.9	100.3	-1	-1	0		0	retreat/split/near_arm
pdhd	028084_4/119	both	agent	2	0.7764	259.4	7.891	23.98	61.02	-1	1.414e+06	4606	0.003257	0	2	-1498	-42.83	377.1	353.4	2	0	1		1	
pdhd	028084_6/42	attached	agent	1	0.4621	245.6	5.733	36.24	44.88	30.13	8.497e+05	1.43e+05	0.1682	0	1	-1923	-82.26	499.2	267.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_6/97	both	agent	2	0.4287	243	4.284	57.92	59.37	-1	1.666e+06	0	0	0	5	645.2	196.5	434.3	218.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_7/61	both	agent	2	0.6622	118.7	0.1546	1.811	10.69	-1	3.637e+04	0	0	1	2	-52.03	-253.4	511.2	383.1	2	0	1		1	
pdhd	028084_8/46	both	agent	0	0.7412	95.35	0	0	51.74	-1	0	0	-1	0	0	649.1	-235.5	65.51	427.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_8/110	attached	agent	2	0.7835	67.35	8.618	19.69	70.27	-1	1.13e+06	1.837e+05	0.1625	0	2	1315	164.6	538.5	378.6	3	1	1		1	
pdhd	029107_1/85	attached	owner_review	1	0.3869	136.3	2.4	9.078	64.57	16.28	4.844e+05	3.68e+05	0.7596	0	0	-1908	49.92	500.4	83.16	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_19/106	both	agent	2	0.8058	246.9	7.877	60	62.81	-1	1.688e+06	2.81e+04	0.01665	0	4	-1819	61.73	455.2	217	-1	-1	0		0	ke_best 60.0
pdhd	029107_2/108	attached	agent	2	0.7212	386.3	8.764	38.05	73.33	-1	2.404e+06	9.612e+05	0.3999	0	3	364.4	168.8	252.2	203.4	1	1	1		1	
pdhd	029107_20/57	both	agent	1	0.7904	110.5	10.12	21.73	33.82	97.63	6.517e+05	1.547e+05	0.2374	0	0	-1200	-44.87	530.1	269.8	2	0	1	both	1	
pdhd	029107_20/108	both	agent	1	0.5954	109.6	17.06	35.85	28.79	52.7	2.702e+06	1.002e+05	0.0371	0	0	-561.9	61.18	522	229.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_20/139	attached	agent	1	0.7585	319.4	19.2	16.16	58.94	132.1	1.511e+06	3.042e+05	0.2013	0	0	-434.6	57.88	332.7	258.4	3	1	1		1	
pdhd	029107_22/40	attached	agent	2	0.532	189.5	7.868	24.96	42.73	-1	2.029e+06	1.704e+05	0.08397	0	1	-373.4	-80.52	434.5	366.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_23/128	attached	agent	2	0.717	45.44	9.621	33.93	68.95	-1	1.622e+06	4.109e+04	0.02534	0	2	-1185	72.22	551.4	381.6	3	1	1		1	
pdhd	029107_24/19	attached	agent	1	0.5434	82.78	12.48	27.78	57.52	140.8	1.28e+06	4.371e+05	0.3415	0	0	2027	-302.3	192.4	435.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_25/110	attached	agent	2	0.9224	157.6	16.19	23.76	37.12	-1	8.134e+05	0	0	0	2	955.2	223.6	181.9	385.9	3	1	1		1	
pdhd	029107_29/119	attached	agent	0	0.3055	70.56	0	0	59.68	-1	0	0	-1	0	0	407.7	118.4	215.9	57.03	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_3/99	attached	owner_review	1	0.4515	112.2	3.62	5.372	40.66	109.5	3.131e+05	4.624e+04	0.1477	0	0	1180	133.6	553	69.05	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_3/107	both	agent	2	0.8967	304.2	8.805	19.05	70.01	-1	1.331e+06	1.257e+06	0.945	0	1	-1463	21.67	307.3	365.4	3	1	1		1	
pdhd	029107_4/69	both	agent	1	0.75	68.88	7.855	26	42.73	76.08	1.329e+06	0	0	0	1	-1533	-42.89	542.9	309.1	2	0	1		1	
pdhd	029107_9/109	both	agent	1	0.3445	242.2	8.787	21.59	63.83	116	1.011e+06	4.155e+05	0.4111	0	0	-254.8	79.55	366	236.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_0/75	attached	flat	2	0.7283	319.8	4.924	39.78	58.6	-1	1.832e+06	1.192e+04	0.006508	0	2	4450	77.08	-205.6	103.9	4	1	1		1	
pdvd	039252_1/114	both	flat	1	0	549.9	16.87	13.3	4.313	40.33	4.458e+04	1.156e+04	0.2593	1	0	4838	-56.16	-287.8	80.46	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_1/30	both	flat	1	0.8865	137.1	9.874	30.99	41.1	84.07	9.325e+05	3.713e+05	0.3982	0	2	1437	-168.7	38.11	118.7	2	0	1		1	
pdvd	039252_12/117	attached	flat	1	0.8869	253.3	4.112	42.71	37.61	34.95	7.314e+05	3.528e+04	0.04824	0	3	2595	22.64	263.9	156	7	1	1		1	
pdvd	039252_12/93	both	flat	1	0.8717	152.2	12.66	24.06	52.8	103.8	1.079e+06	1.372e+05	0.1271	0	0	3557	169.2	6.702	77.03	6	0	1		1	
pdvd	039252_14/37	both	flat	1	0.8169	101.8	10.51	14.72	24.22	75.82	5.24e+05	3.409e+05	0.6505	0	0	4338	-248.9	311.9	122.9	2	1	1		1	
pdvd	039252_14/86	both	flat	1	0.7174	104.9	7.85	28.12	34.94	60.27	8.125e+05	1.416e+05	0.1743	0	1	5280	241.1	-288.8	124.4	4	1	1		1	
pdvd	039252_15/83	attached	flat	1	0.9835	112.8	1.212	87.13	42.95	36.68	1.428e+06	8.865e+05	0.6209	0	3	6200	175.5	-106.4	219.7	-1	-1	0		0	ke_best 87.1
pdvd	039252_15/88	both	flat	2	2.07	213	21.19	33	49.67	-1	7.995e+05	0	0	0	1	2667	302.3	28.19	107	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_15/94	both	flat	1	0.8768	183	5.896	51.31	36.38	49.5	1.048e+06	1.859e+05	0.1774	0	3	4513	183.5	174.7	248.6	7	1	1		1	
pdvd	039252_16/99	attached	flat	1	0.8682	309.9	8.116	17.4	34.89	58.89	5.555e+05	7.451e+04	0.1341	0	0	4014	232.6	-39.56	94.85	4	0	1		1	
pdvd	039252_17/94	attached	flat	0	0.4852	76.32	0	0	41.67	-1	0	0	-1	0	0	3784	201.4	293.2	137.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_2/36	both	flat	1	1.076	32.16	4.663	15.76	39.82	34.99	7.017e+05	9.442e+04	0.1346	0	1	2035	-186.2	-325	105.3	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_2/51	both	flat	1	0.6856	30.81	13.27	23.53	33.79	66.79	7.653e+05	9.437e+04	0.1233	0	0	4914	-274.2	52.42	280.9	3	0	1		1	
pdvd	039252_2/90	both	flat	1	0.8986	63.12	18.08	46.08	43.4	83.23	1.386e+06	1.148e+05	0.08283	0	0	6484	283.7	-232.8	104	4	1	1		1	
pdvd	039252_3/40	attached	flat	1	0.8944	270	13.43	30.63	41.28	128.8	8.754e+05	3.414e+05	0.39	0	0	4701	-265.5	-188.3	224.5	1	1	1		1	
pdvd	039252_3/77	attached	flat	1	0.9311	220.7	8.38	17.92	31.92	103.6	8.103e+05	1.983e+05	0.2447	0	0	2602	154	-91.92	116.9	4	0	1		1	
pdvd	039252_7/91	attached	flat	1	0.3143	114.6	5.156	18.71	41.88	94.18	5.008e+05	2.38e+05	0.4754	0	0	5721	293.4	250.3	85.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/110	attached	flat	1	1.502	107.1	9.681	33.16	54.56	103.7	8.863e+05	5.259e+04	0.05934	0	1	2094	71.07	309.4	238.8	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/38	both	flat	1	0.809	179.9	11.96	33.62	37.76	52.37	8.151e+05	2.468e+05	0.3027	0	1	5063	-219.4	-142.7	166.9	1	0	1		1	
pdvd	039252_9/103	attached	flat	1	0.4186	109.5	1.926	13.12	26.7	90.15	2.43e+05	4.988e+04	0.2053	0	1	2562	235.5	245.8	208.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/49	attached	flat	1	0.7576	29.95	7.099	26.5	48.6	92.66	1.427e+06	3.93e+05	0.2753	0	1	6308	-331.1	250	19.93	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/95	attached	flat	1	0.545	119.4	7.549	29.53	25.36	36.43	1.208e+06	5.588e+04	0.04625	0	1	3922	230.9	206	57.54	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/113	attached	flat	1	0.7796	17.4	4.954	25.09	41.28	71.92	9.125e+05	1.328e+05	0.1455	0	2	3841	326.1	58.53	12.67	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/104	both	flat	0	0.4565	92.17	0.3249	0.505	17.68	-1	8009	0	0	0	1	5388	270.2	-2.641	212.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_1/31	attached	flat	2	0.9813	228	4.775	4.895	9.59	-1	1.325e+05	0	0	0	1	6017	-233.4	-170.7	96.19	0	1	1		1	
pdvd	039253_11/118	both	flat	1	0.8575	37.34	5.543	14.68	30.51	41.07	5.584e+05	4.295e+04	0.07692	1	1	5031	305.1	260.3	245.9	7	1	1		1	
pdvd	039253_12/35	both	flat	1	0.9174	205.8	7.938	26.76	29.31	66.02	7.095e+05	9.531e+04	0.1343	0	2	1623	-201	-91.13	114.8	0	0	1		1	
pdvd	039253_12/92	attached	flat	0	0.5578	100.8	5.064	9.587	46.77	-1	6.238e+05	7.613e+04	0.122	0	1	2010	176	315.5	21.24	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_13/39	attached	flat	1	0.2208	54.67	15.55	43.6	50.64	146.5	1.269e+06	1.947e+05	0.1534	0	0	4639	-235.8	305	32.44	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_13/75	both	flat	2	0.5854	127.1	4.462	24.72	54.59	-1	1.268e+06	5.481e+05	0.4323	0	4	5516	227.7	-94.6	145	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_14/45	both	flat	2	1	269.8	16.01	22.66	35.33	-1	8.794e+05	0	0	0	1	3709	-190.8	183.5	104.7	2	1	1		1	
pdvd	039253_15/41	both	flat	1	0.9475	108.8	11.04	35.86	39.96	87.53	9.527e+05	1.747e+05	0.1834	0	2	4555	-319	252.9	271.4	3	1	1		1	
pdvd	039253_17/110	attached	flat	1	0.7582	87	10.13	18.58	26.7	101.7	1.035e+06	4.494e+04	0.04343	0	0	7420	320.7	301.7	75.3	6	1	1		1	
pdvd	039253_17/76	attached	flat	1	0.3059	73.59	8.05	25.68	44.75	111.6	9.106e+05	6.455e+04	0.07088	0	0	5959	209.3	302	123	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_2/121	both	flat	1	1.002	70.5	3.988	23.4	33.71	50	7.602e+05	9.971e+04	0.1312	0	1	4152	165.6	-309.4	20.51	4	1	1		1	
pdvd	039253_2/32	attached	flat	1	0.8315	22.23	6.06	25.76	51.18	34.23	1.065e+06	1.216e+05	0.1141	0	1	2289	-289.8	146.8	11.03	2	0	1		1	
pdvd	039253_2/78	attached	flat	1	1.429	327.2	5.301	19.68	49.3	42.16	1.123e+06	7.294e+05	0.6494	0	1	4328	244	-217.8	186.7	5	1	1		1	
pdvd	039253_2/92	attached	flat	2	1.001	258.6	7.874	24.46	41.13	-1	8.267e+05	1.118e+05	0.1353	0	1	3402	105.7	-191.9	119.5	4	1	1		1	
pdvd	039253_3/31	both	flat	1	0.7554	119.8	8.078	22.18	43.69	55.99	7.327e+05	2.534e+05	0.3459	0	0	7060	-319.8	13.36	76.31	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_3/61	both	flat	2	0.7538	194.7	5.292	28.29	47.6	-1	1.272e+06	2.98e+04	0.02343	0	2	3676	156.3	-113.3	94.61	4	0	1		1	
pdvd	039253_3/67	attached	flat	1	1.235	160.3	14.27	53.8	37.78	45.42	1.014e+06	2.095e+05	0.2066	0	1	3088	182.5	-238.1	215.6	-1	-1	0		0	ke_best 53.8
pdvd	039253_3/78	both	flat	0	1.183	94.84	7.07	4.268	31.28	-1	2.747e+05	1.194e+05	0.4345	0	1	2371	129.7	178.3	252.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_4/77	both	flat	1	0.9381	33.11	13.71	45.01	56.25	137.8	1.488e+06	1.935e+05	0.13	0	0	4707	322.9	-97.27	29.71	4	0	1		1	
pdvd	039253_5/32	both	flat	1	0.8071	134	3.836	21.39	23.86	72.29	4.957e+05	1.081e+05	0.218	1	2	5911	-320.5	-141.2	74.29	0	0	1		1	
pdvd	039253_6/83	attached	flat	1	0.5323	76.72	3.437	4.981	24.54	84.26	3.263e+05	1.192e+05	0.3654	0	0	4683	307	-286.8	189.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_7/34	both	flat	1	0.6851	173	13.21	24.11	41.82	131.6	8.942e+05	2.101e+05	0.235	0	0	3668	-262	271.1	226.8	3	1	1		1	
pdvd	039253_7/89	attached	flat	0	0.5981	156.1	0	0	11.19	-1	0	0	-1	0	0	4436	209.4	107.1	98.33	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_8/28	both	flat	1	0.7652	197.8	3.23	18.31	20.49	51.16	4.704e+05	1.082e+05	0.23	0	1	6245	-326.9	-216.1	45.06	0	1	1		1	
pdvd	039253_8/65	both	flat	1	1.058	279.5	20.44	58.95	35.27	61.27	1.285e+06	1.146e+05	0.08919	0	0	4372	95.51	-230.8	122.7	-1	-1	0		0	ke_best 58.9
pdvd	039253_8/68	attached	flat	1	0.812	22.75	5.331	12.76	26.59	50.64	5.296e+05	1.396e+05	0.2637	0	0	6295	318.5	-288.8	90.2	4	1	1		1	
pdvd	039253_8/69	both	flat	0	0.624	98.64	0	0	37.87	-1	0	0	-1	0	0	5075	227.1	-269.2	32.79	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_9/106	both	flat	2	0.6604	68.92	6.729	29	42.16	-1	1.236e+06	0	0	0	2	3433	234.4	307.6	14.23	6	1	1		1	
pdvd	039349_0/28	attached	flat	2	0.8238	33.69	6.789	29.11	46.34	-1	9.289e+05	3.222e+05	0.3469	0	1	407.7	-18.55	71.7	49.82	2	0	1		1	
pdvd	039349_1/61	attached	flat	1	1.094	81	2.63	9.284	10.96	44.61	2.217e+05	7.681e+04	0.3464	0	1	3775	263.3	-300.6	31.05	4	1	1		1	
pdvd	039349_10/66	attached	flat	0	1.04	167.3	0	0	17.42	-1	0	0	-1	0	0	3224	280.2	187	165.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_11/19	attached	flat	1	0.625	50.15	3.6	7.988	24.87	61.11	5.795e+05	1.651e+05	0.2848	0	1	2373	-257.2	63.11	271.3	3	0	1		1	
pdvd	039349_11/52	both	flat	1	0.8182	89.17	11.23	23.21	52.14	124.8	1.003e+06	3.684e+05	0.3672	0	0	3117	258.2	-164.5	108	4	1	2		0	W cells straddle [(4, 0), (4, 1)]
pdvd	039349_18/40	attached	flat	1	0.7533	132	9.537	13.91	31.65	81.65	7.405e+05	3.74e+05	0.505	0	0	3003	225	-275.8	141.2	4	1	1		1	
pdvd	039349_18/34	both	flat	1	0.9437	97.58	9.111	24.35	32.26	91.99	5.895e+05	9.143e+04	0.1551	0	0	4305	283.9	-54.72	122.3	4	0	1		1	
pdvd	039349_19/56	attached	flat	1	0.366	187.1	4.685	6.976	14.23	147.9	2.583e+05	1.905e+05	0.7377	0	0	3276	205.2	-87.29	150.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_2/59	attached	flat	1	0.63	130.8	3.837	57.3	81.81	101.3	2.867e+06	6.571e+05	0.2292	0	6	4628	199.3	77.94	226.8	-1	-1	0		0	ke_best 57.3
pdvd	039349_21/53	both	flat	1	0.9631	189.2	11.12	27.15	46.12	33.74	1.001e+06	1.094e+06	1.093	0	1	1628	135.3	-201.3	260.8	5	1	1		1	
pdvd	039349_22/20	attached	flat	1	0.5582	67	11.19	14.19	61.63	98.78	1.268e+06	4.154e+05	0.3276	0	0	1002	-47.71	-250.4	31.03	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_22/41	attached	flat	1	0.3513	179.8	4.343	12.16	29.94	29.98	2.899e+05	6.019e+04	0.2077	0	0	3493	238	45.19	42.37	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_22/65	attached	flat	1	0.6934	431.2	4.731	40.46	60.54	40.7	1.43e+06	1.252e+05	0.08754	0	2	3159	-145.8	-173.8	179.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_23/56	both	flat	1	1.03	159	12.66	47.62	38.13	38.56	9.918e+05	1.335e+05	0.1347	0	0	2384	196.9	212.3	84.19	6	1	1		1	
pdvd	039349_27/45	attached	flat	1	0.6482	70.78	2.576	11.12	17.58	39.07	3.299e+05	8.034e+04	0.2435	0	0	2675	273.7	4.404	195.8	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_27/65	attached	flat	1	1.066	304.2	12.84	50.76	29.15	42.94	1.02e+06	1.156e+05	0.1134	0	1	3055	71.06	271.9	133.9	6	1	1		1	
pdvd	039349_29/48	both	flat	0	1.401	236.6	0	0	36.88	-1	0	0	-1	3	0	2445	173	209.2	228.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_3/47	attached	flat	1	0.7981	17.14	7.824	19.64	24.24	53.55	5.41e+05	8.797e+04	0.1626	0	0	3894	323.1	-125.9	107	4	0	1		1	
pdvd	039349_3/50	attached	flat	0	0.4528	70.77	0	0	3.51	-1	0	0	-1	0	0	3068	70.33	261.8	69.28	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_31/48	attached	flat	0	0.215	52.9	0	0	27.35	-1	0	0	-1	0	0	4476	303.4	-252.8	30.11	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_31/54	attached	flat	1	0.5486	52.23	9.434	71.99	89.36	65.61	1.842e+06	5.009e+05	0.272	1	3	3931	177.2	-305	263.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_33/60	attached	flat	0	0.8934	203.6	0	0	59.16	-1	0	0	-1	0	0	1961	3.159	32.41	268	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_34/46	attached	flat	1	0.8657	27.59	8.949	26.01	29.25	109.7	6.616e+05	1.391e+05	0.2102	0	0	2895	242.7	-274.6	21.16	4	1	1		1	
pdvd	039349_35/32	attached	flat	0	0.7	80.9	0	0	9.798	-1	0	0	-1	0	0	4048	-289.2	275.7	2.607	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_35/67	attached	flat	1	0.9473	221.3	6.111	13.77	31.18	92.01	6.835e+05	1.37e+05	0.2004	0	1	4039	148.8	207.9	80.51	6	1	1		1	
pdvd	039349_36/49	attached	flat	1	1.022	58.37	5.422	46.03	42.11	49.43	1.268e+06	1.026e+05	0.08087	0	2	3941	237.4	6.875	22.84	6	0	1		1	
pdvd	039349_36/53	attached	flat	1	0.5173	139.6	5.4	16.73	62.05	40.71	1.318e+06	5.64e+04	0.0428	0	1	2880	275.5	-217.7	71.63	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_36/68	both	flat	2	0.2487	349.9	14.57	24.61	44.05	-1	1.083e+06	2.686e+05	0.248	0	2	3324	37.86	205.1	255.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_37/38	both	flat	1	0.2838	264.7	1.8	4.663	44.78	104.4	2.097e+05	8.093e+04	0.386	0	0	3274	139.3	-207	21.62	4	1	1		1	
